Migdal Epic Israel - Stage 3
GC
Status,Overall Position,Category Position,No.,Name,Nationality,UCI,UCI ID,Gender,Team,Category,Prologue,Stage 1,Stage 2,Stage 3,Time,Gap
Finished,72,10,397-1,David Travnicek,CZE,no,,M,INVEST MTB TEAM II,Masters,47:11.7,5:21:37.0,5:28:40.0,3:17:32.0,14:55:00.7,+4:16:39.5
Finished,72,10,397-2,Viktor Kolar,CZE,no,,M,INVEST MTB TEAM II,Masters,47:11.7,5:21:37.0,5:28:40.0,3:17:32.0,14:55:00.7,+4:16:39.5
Finished,73,2,201-1,Tomer Baruch,ISR,no,,M,Don’t worry B happy,Mixed,50:13.7,5:25:34.0,5:18:36.0,3:24:28.0,14:58:51.7,+4:20:30.5
Finished,73,2,201-2,Deborah Ohayon,ISR,no,,F,Don’t worry B happy,Mixed,50:13.7,5:25:34.0,5:18:36.0,3:24:28.0,14:58:51.7,+4:20:30.5
Finished,74,11,392-1,Ladislav Musil,CZE,no,,M,KBELY Cycling team,Masters,49:49.2,5:22:04.0,5:18:06.0,3:28:56.0,14:58:55.2,+4:20:34.0
Finished,74,11,392-2,Jan Knyttl,CZE,no,,M,KBELY Cycling team,Masters,49:49.2,5:22:04.0,5:18:06.0,3:28:56.0,14:58:55.2,+4:20:34.0
Finished,75,5,505-1,Hans Planckaert,BEL,no,,M,Forestière-Rotwild-Agu Racing Team,Grand Masters,58:50.9,5:23:51.0,5:23:37.0,3:18:06.0,15:04:24.9,+4:26:03.7
Finished,75,5,505-2,René Vallée,FRA,no,,M,Forestière-Rotwild-Agu Racing Team,Grand Masters,58:50.9,5:23:51.0,5:23:37.0,3:18:06.0,15:04:24.9,+4:26:03.7
Finished,76,49,34-1,Maxim Bourloutsky,ISR,no,,M,Team Kerem,Men,49:25.1,5:16:15.0,5:26:13.0,3:34:11.0,15:06:04.1,+4:27:42.9
Finished,76,49,34-2,Shahar Avdar,ISR,no,,M,Team Kerem,Men,49:25.1,5:16:15.0,5:26:13.0,3:34:11.0,15:06:04.1,+4:27:42.9
Finished,77,6,514-1,Eli Cohen,ISR,no,,M,Team Rafaeli,Grand Masters,49:47.3,5:33:45.0,5:25:35.0,3:19:41.0,15:08:48.3,+4:30:27.1
Finished,77,6,514-2,Hagai Golan,ISR,no,,M,Team Rafaeli,Grand Masters,49:47.3,5:33:45.0,5:25:35.0,3:19:41.0,15:08:48.3,+4:30:27.1
Finished,78,10,106-1,Ilda Pereira,POR,yes,10007538500,F,Casa Myze Team / Centro bike val di sole,Women,50:09.9,5:29:28.0,5:18:39.0,3:31:24.0,15:09:40.9,+4:31:19.7
Finished,78,10,106-2,Lorenza Menapace,ITA,yes,10008743926,F,Casa Myze Team / Centro bike val di sole,Women,50:09.9,5:29:28.0,5:18:39.0,3:31:24.0,15:09:40.9,+4:31:19.7
Finished,79,50,83-1,Yakov Sagas,ISR,no,,M,Buttons kama-tavor,Men,49:01.1,5:28:33.0,5:13:32.0,3:39:00.0,15:10:06.1,+4:31:44.9
Finished,79,50,83-2,Shlomi Reuven,ISR,no,,M,Buttons kama-tavor,Men,49:01.1,5:28:33.0,5:13:32.0,3:39:00.0,15:10:06.1,+4:31:44.9
Finished,80,51,92-1,Stijn Verstraeten,BEL,no,,M,Firefighters Belgium Gent,Men,45:30.6,5:39:34.0,5:23:36.0,3:31:27.0,15:20:07.6,+4:41:46.4
Finished,80,51,92-2,Bjorn De Roo,BEL,no,,M,Firefighters Belgium Gent,Men,45:30.6,5:39:34.0,5:23:36.0,3:31:27.0,15:20:07.6,+4:41:46.4
Finished,81,12,389-1,Assaf Klein,ISR,no,,M,The Green Foxes,Masters,51:33.2,5:34:25.0,5:26:34.0,3:31:15.0,15:23:47.2,+4:45:26.0
Finished,81,12,389-2,Sasy Levy,ISR,no,,M,The Green Foxes,Masters,51:33.2,5:34:25.0,5:26:34.0,3:31:15.0,15:23:47.2,+4:45:26.0
Finished,82,52,70-1,Vita Son,ISR,no,,M,krayot lions,Men,48:53.8,5:56:16.0,5:21:13.0,3:17:59.0,15:24:21.8,+4:46:00.6
Finished,82,52,70-2,Ori Srulovich,ISR,no,,M,krayot lions,Men,48:53.8,5:56:16.0,5:21:13.0,3:17:59.0,15:24:21.8,+4:46:00.6
Finished,83,53,95-1,Nils Strecker,GER,no,,M,Freiburg's Finest,Men,48:49.3,5:44:26.0,5:20:47.0,3:31:02.0,15:25:04.3,+4:46:43.1
Finished,83,53,95-2,Nico Schultis,GER,no,,M,Freiburg's Finest,Men,48:49.3,5:44:26.0,5:20:47.0,3:31:02.0,15:25:04.3,+4:46:43.1
Finished,84,13,303-1,Yakov Choen,ISR,no,,M,TBW,Masters,51:26.8,5:31:12.0,5:28:02.0,3:35:19.0,15:25:59.8,+4:47:38.6
Finished,84,13,303-2,Ziv Anphi,ISR,no,,M,TBW,Masters,51:26.8,5:31:12.0,5:28:02.0,3:35:19.0,15:25:59.8,+4:47:38.6
Finished,85,14,329-1,Enrique Strammer,ISR,no,,M,EMSA,Masters,51:37.3,5:23:47.0,5:34:06.0,3:37:14.0,15:26:44.3,+4:48:23.1
Finished,85,14,329-2,Max Apartin,ISR,no,,M,EMSA,Masters,51:37.3,5:23:47.0,5:34:06.0,3:37:14.0,15:26:44.3,+4:48:23.1
Finished,86,15,360-1,Eli Ben Yakar,ISR,no,,M,The Buttons Ben Shemen,Masters,50:08.2,5:28:49.0,5:43:37.0,3:31:20.0,15:33:54.2,+4:55:33.0
Finished,86,15,360-2,Jesper Thirup Hansen,DEN,no,,M,The Buttons Ben Shemen,Masters,50:08.2,5:28:49.0,5:43:37.0,3:31:20.0,15:33:54.2,+4:55:33.0
Finished,87,3,203-1,Arnon Shadmi,ISR,no,,M,CCC- Botz,Mixed,52:45.4,5:45:34.0,5:24:47.0,3:35:20.0,15:38:26.4,+5:00:05.2
Finished,87,3,203-2,Moran Tel-paz,ISR,no,,F,CCC- Botz,Mixed,52:45.4,5:45:34.0,5:24:47.0,3:35:20.0,15:38:26.4,+5:00:05.2
Finished,88,16,381-1,Gil Poyastro,ISR,no,,M,the buttons,Masters,53:20.5,5:41:20.0,5:27:46.0,3:38:00.0,15:40:26.5,+5:02:05.3
Finished,88,16,381-2,David Yona,ISR,no,,M,the buttons,Masters,53:20.5,5:41:20.0,5:27:46.0,3:38:00.0,15:40:26.5,+5:02:05.3
Finished,89,17,313-1,Amit Shitrit,ISR,no,,M,Intel Mobileye warriors,Masters,50:49.5,5:23:41.0,5:37:24.0,3:52:43.0,15:44:37.5,+5:06:16.3
Finished,89,17,313-2,Inon Fefer,ISR,no,,M,Intel Mobileye warriors,Masters,50:49.5,5:23:41.0,5:37:24.0,3:52:43.0,15:44:37.5,+5:06:16.3
Finished,90,7,531-1,Omer Banay,ISR,no,,M,GO,Grand Masters,55:44.9,5:47:28.0,5:36:04.0,3:28:52.0,15:48:08.9,+5:09:47.7
Finished,90,7,531-2,Gil Olshansky,ISR,no,,M,GO,Grand Masters,55:44.9,5:47:28.0,5:36:04.0,3:28:52.0,15:48:08.9,+5:09:47.7
Finished,91,18,377-1,Arnon Rosenbaum,ISR,no,,M,The turtle & the rabbit,Masters,50:45.2,5:33:04.0,5:54:37.0,3:33:55.0,15:52:21.2,+5:14:00.0
Finished,91,18,377-2,Adi Rosenbaum,ISR,no,,M,The turtle & the rabbit,Masters,50:45.2,5:33:04.0,5:54:37.0,3:33:55.0,15:52:21.2,+5:14:00.0
Finished,92,54,45-1,Haim Lazmi,ISR,no,,M,STG,Men,49:03.9,5:57:24.0,5:42:55.0,3:26:04.0,15:55:26.9,+5:17:05.7
Finished,92,54,45-2,Sharon Peer,ISR,no,,M,STG,Men,49:03.9,5:57:24.0,5:42:55.0,3:26:04.0,15:55:26.9,+5:17:05.7
Finished,93,55,80-1,Itamar Kovalio,ISR,no,,M,Team Bike Way,Men,55:18.3,5:58:34.0,5:34:59.0,3:27:11.0,15:56:02.3,+5:17:41.1
Finished,93,55,80-2,Harel Kfir,ISR,no,,M,Team Bike Way,Men,55:18.3,5:58:34.0,5:34:59.0,3:27:11.0,15:56:02.3,+5:17:41.1
Finished,94,8,539-1,Yam Raz,ISR,no,,M,zaznu,Grand Masters,52:11.1,5:34:28.0,5:41:56.0,3:47:35.0,15:56:10.1,+5:17:48.9
Finished,94,8,539-2,Shay Shabtay,ISR,no,,M,zaznu,Grand Masters,52:11.1,5:34:28.0,5:41:56.0,3:47:35.0,15:56:10.1,+5:17:48.9
Finished,95,19,363-1,Ido Mevorach,ISR,no,,M,Team BikeWay,Masters,53:53.2,5:28:15.0,6:05:22.0,3:35:19.0,16:02:49.2,+5:24:28.0
Finished,95,19,363-2,Etay Kienan,ISR,no,,M,Team BikeWay,Masters,53:53.2,5:28:15.0,6:05:22.0,3:35:19.0,16:02:49.2,+5:24:28.0
Finished,96,56,52-1,Zvi Avraham,ISR,no,,M,PEAKERS,Men,54:05.8,5:47:02.0,5:44:06.0,3:43:28.0,16:08:41.8,+5:30:20.6
Finished,96,56,52-2,Tom Shefer,ISR,no,,M,PEAKERS,Men,54:05.8,5:47:02.0,5:44:06.0,3:43:28.0,16:08:41.8,+5:30:20.6
Finished,97,57,87-1,Yaron Gur,ISR,no,,M,Sct,Men,51:42.3,5:42:12.0,5:51:30.0,3:43:42.0,16:09:06.3,+5:30:45.1
Finished,97,57,87-2,Elad Koch,ISR,no,,M,Sct,Men,51:42.3,5:42:12.0,5:51:30.0,3:43:42.0,16:09:06.3,+5:30:45.1
Finished,98,20,374-1,Elad Raz,ISR,no,,M,Chainsmokers,Masters,51:49.8,6:01:46.0,5:33:18.0,3:43:12.0,16:10:05.8,+5:31:44.6
Finished,98,20,374-2,Andi Levy,ISR,no,,M,Chainsmokers,Masters,51:49.8,6:01:46.0,5:33:18.0,3:43:12.0,16:10:05.8,+5:31:44.6
Finished,99,21,345-1,Adi Koren,ISR,no,,M,דניאל ועדי,Masters,52:51.8,5:37:41.0,5:55:25.0,3:44:23.0,16:10:20.8,+5:31:59.6
Finished,99,21,345-2,Daniel Kaminsky,ISR,no,,M,דניאל ועדי,Masters,52:51.8,5:37:41.0,5:55:25.0,3:44:23.0,16:10:20.8,+5:31:59.6
Finished,100,22,375-1,Raz Shamai,ISR,no,,M,Raz&Ori,Masters,51:45.7,5:51:47.0,5:48:03.0,3:39:11.0,16:10:46.7,+5:32:25.5
Finished,100,22,375-2,Ori Shacham,ISR,no,,M,Raz&Ori,Masters,51:45.7,5:51:47.0,5:48:03.0,3:39:11.0,16:10:46.7,+5:32:25.5
Finished,101,23,324-1,David Moss,ISR,no,,M,CCC,Masters,50:24.7,5:35:08.0,5:47:56.0,3:58:11.0,16:11:39.7,+5:33:18.5
Finished,101,23,324-2,Snir Herer,ISR,no,,M,CCC,Masters,50:24.7,5:35:08.0,5:47:56.0,3:58:11.0,16:11:39.7,+5:33:18.5
Finished,102,24,321-1,Shahar Tamir,ISR,no,,M,כפתורים 500,Masters,51:45.7,5:26:48.0,6:20:27.0,3:33:36.0,16:12:36.7,+5:34:15.5
Finished,102,24,321-2,Israel Shaviv,ISR,no,,M,כפתורים 500,Masters,51:45.7,5:26:48.0,6:20:27.0,3:33:36.0,16:12:36.7,+5:34:15.5
Finished,103,9,521-1,Rafael Farhi,ISR,no,,M,BULTHAUP,Grand Masters,53:24.4,6:15:54.0,5:25:43.0,3:39:09.0,16:14:10.4,+5:35:49.2
Finished,103,9,521-2,Ran Persberg,ISR,no,,M,BULTHAUP,Grand Masters,53:24.4,6:15:54.0,5:25:43.0,3:39:09.0,16:14:10.4,+5:35:49.2
Finished,104,58,75-1,Hod Hovav,ISR,no,,M,El Nino,Men,52:05.1,5:47:47.0,5:56:24.0,3:37:55.0,16:14:11.1,+5:35:49.9
Finished,104,58,75-2,Yuval Bar,ISR,no,,M,El Nino,Men,52:05.1,5:47:47.0,5:56:24.0,3:37:55.0,16:14:11.1,+5:35:49.9
Finished,105,59,54-1,Asaf Inbar,ISR,no,,M,asaf&yoni,Men,54:41.6,5:55:44.0,5:45:31.0,3:38:19.0,16:14:15.6,+5:35:54.4
Finished,105,59,54-2,Yoni Wolff,ISR,no,,M,asaf&yoni,Men,54:41.6,5:55:44.0,5:45:31.0,3:38:19.0,16:14:15.6,+5:35:54.4
Finished,106,10,532-1,Nitzan Hendler,ISR,no,,M,IGP1,Grand Masters,49:56.4,6:00:05.0,5:48:00.0,3:41:25.0,16:19:26.4,+5:41:05.2
Finished,106,10,532-2,Nir Israeli,ISR,no,,M,IGP1,Grand Masters,49:56.4,6:00:05.0,5:48:00.0,3:41:25.0,16:19:26.4,+5:41:05.2
Finished,107,25,310-1,Zack Uchovsky,ISR,no,,M,BikeIL,Masters,51:32.9,5:45:20.0,6:00:27.0,3:42:43.0,16:20:02.9,+5:41:41.7
Finished,107,25,310-2,Nimi Cohen,ISR,no,,M,BikeIL,Masters,51:32.9,5:45:20.0,6:00:27.0,3:42:43.0,16:20:02.9,+5:41:41.7
Finished,108,26,317-1,Ronen Heinemann,ISR,no,,M,Team BikeWay,Masters,52:45.7,5:39:44.0,6:05:19.0,3:44:13.0,16:22:01.7,+5:43:40.5
Finished,108,26,317-2,Barak Oknin,ISR,no,,M,Team BikeWay,Masters,52:45.7,5:39:44.0,6:05:19.0,3:44:13.0,16:22:01.7,+5:43:40.5
Finished,109,27,398-1,Richard Lurie,RSA,no,,M,The Excellence Group / JOC,Masters,49:43.7,5:37:16.0,6:02:07.0,3:55:34.0,16:24:40.7,+5:46:19.5
Finished,109,27,398-2,Robert Nicolella,ZAM,no,,M,The Excellence Group / JOC,Masters,49:43.7,5:37:16.0,6:02:07.0,3:55:34.0,16:24:40.7,+5:46:19.5
Finished,110,60,82-1,Eli Avzak,ISR,no,,M,Adiga Cycling,Men,52:43.6,5:55:39.0,5:48:39.0,3:50:00.0,16:27:01.6,+5:48:40.4
Finished,110,60,82-2,Jan Nash,ISR,no,,M,Adiga Cycling,Men,52:43.6,5:55:39.0,5:48:39.0,3:50:00.0,16:27:01.6,+5:48:40.4
Finished,111,11,522-1,Nitsan Dahan,ISR,no,,M,Kal Bamishorim,Grand Masters,54:12.1,5:58:47.0,5:42:09.0,3:55:27.0,16:30:35.1,+5:52:13.9
Finished,111,11,522-2,Niv Peles,ISR,no,,M,Kal Bamishorim,Grand Masters,54:12.1,5:58:47.0,5:42:09.0,3:55:27.0,16:30:35.1,+5:52:13.9
Finished,112,28,311-1,Chen Tal,ISR,no,,M,Shy & Chen,Masters,51:59.4,6:13:35.0,5:45:25.0,3:39:40.0,16:30:39.4,+5:52:18.2
Finished,112,28,311-2,Shy Shyman,ISR,no,,M,Shy & Chen,Masters,51:59.4,6:13:35.0,5:45:25.0,3:39:40.0,16:30:39.4,+5:52:18.2
Finished,113,61,73-1,Yotam Novik,ISR,no,,M,Team Giant Mustache,Men,54:09.1,5:48:49.0,5:54:56.0,3:52:55.0,16:30:49.1,+5:52:27.9
Finished,113,61,73-2,Sagiv Kehila,ISR,no,,M,Team Giant Mustache,Men,54:09.1,5:48:49.0,5:54:56.0,3:52:55.0,16:30:49.1,+5:52:27.9
Finished,114,29,305-1,Rostislav Gerasimov,ISR,no,,M,Rosti & Mario CCC,Masters,54:43.7,5:54:38.0,5:47:16.0,3:56:56.0,16:33:33.7,+5:55:12.5
Finished,114,29,305-2,Mario Sermoneta,ISR,no,,M,Rosti & Mario CCC,Masters,54:43.7,5:54:38.0,5:47:16.0,3:56:56.0,16:33:33.7,+5:55:12.5
Finished,115,62,50-1,Jonathan Stamler,ISR,no,,M,Team Abu,Men,53:04.1,6:00:31.0,5:55:13.0,3:45:58.0,16:34:46.1,+5:56:24.9
Finished,115,62,50-2,Daniel Stamler,ISR,no,,M,Team Abu,Men,53:04.1,6:00:31.0,5:55:13.0,3:45:58.0,16:34:46.1,+5:56:24.9
Finished,116,30,338-1,Amit Gal Or,ISR,no,,M,Amit & Oren,Masters,51:30.5,5:59:55.0,5:57:56.0,3:45:42.0,16:35:03.5,+5:56:42.3
Finished,116,30,338-2,Oren Sela,ISR,no,,M,Amit & Oren,Masters,51:30.5,5:59:55.0,5:57:56.0,3:45:42.0,16:35:03.5,+5:56:42.3
Finished,117,4,212-1,Harel Swisa,ISR,no,,M,Ncc team,Mixed,53:44.4,5:40:35.0,6:01:07.0,4:00:13.0,16:35:39.4,+5:57:18.2
Finished,117,4,212-2,Yelena Yastrebov,ISR,no,,F,Ncc team,Mixed,53:44.4,5:40:35.0,6:01:07.0,4:00:13.0,16:35:39.4,+5:57:18.2
Finished,118,5,218-1,Eli Altman,ISR,no,,M,Sunshine Ladies,Mixed,55:01.4,6:06:59.0,5:37:46.0,3:56:44.0,16:36:30.4,+5:58:09.2
Finished,118,5,218-2,Amanda Genez,ISR,no,,F,Sunshine Ladies,Mixed,55:01.4,6:06:59.0,5:37:46.0,3:56:44.0,16:36:30.4,+5:58:09.2
Finished,119,63,57-1,Lior Battat,ISR,no,,M,B -team,Men,57:16.3,6:05:08.0,5:50:32.0,3:46:56.0,16:39:52.3,+6:01:31.1
Finished,119,63,57-2,Aviram Battat,ISR,no,,M,B -team,Men,57:16.3,6:05:08.0,5:50:32.0,3:46:56.0,16:39:52.3,+6:01:31.1
Finished,120,12,509-1,Joerg Riedl,GER,no,,M,Maloja - Rocky Mountain Team,Grand Masters,57:09.1,6:11:53.0,5:37:48.0,3:53:57.0,16:40:47.1,+6:02:25.9
Finished,120,12,509-2,Steffen Allert,GER,no,,M,Maloja - Rocky Mountain Team,Grand Masters,57:09.1,6:11:53.0,5:37:48.0,3:53:57.0,16:40:47.1,+6:02:25.9
Finished,121,31,355-1,Nachshon Vagmayster,ISR,no,,M,Shlomzion,Masters,54:10.8,6:11:09.0,5:52:26.0,3:44:31.0,16:42:16.8,+6:03:55.6
Finished,121,31,355-2,Rami Asraf,ISR,no,,M,Shlomzion,Masters,54:10.8,6:11:09.0,5:52:26.0,3:44:31.0,16:42:16.8,+6:03:55.6
Finished,122,64,66-1,Sharon Leonzini,ISR,no,,M,^Leon,Men,56:50.6,6:17:57.0,5:42:06.0,3:46:33.0,16:43:26.6,+6:05:05.4
Finished,122,64,66-2,Leonid Chapaev,ISR,no,,M,^Leon,Men,56:50.6,6:17:57.0,5:42:06.0,3:46:33.0,16:43:26.6,+6:05:05.4
Finished,123,32,327-1,Avishay Bahar,ISR,no,,M,bahar team,Masters,54:15.5,6:06:20.0,5:57:24.0,3:45:46.0,16:43:45.5,+6:05:24.3
Finished,123,32,327-2,Liron Bahar,ISR,no,,M,bahar team,Masters,54:15.5,6:06:20.0,5:57:24.0,3:45:46.0,16:43:45.5,+6:05:24.3
Finished,124,33,320-1,Gil Naor,ISR,no,,M,InterValley,Masters,51:52.2,6:28:43.0,5:42:17.0,3:41:23.0,16:44:15.2,+6:05:54.0
Finished,124,33,320-2,Boaz Haker,ISR,no,,M,InterValley,Masters,51:52.2,6:28:43.0,5:42:17.0,3:41:23.0,16:44:15.2,+6:05:54.0
Finished,125,6,202-1,Eldad Ohayon,ISR,no,,M,Bike Way,Mixed,53:06.7,6:02:15.0,5:56:12.0,3:52:48.0,16:44:21.7,+6:06:00.5
Finished,125,6,202-2,Moran Feller,ISR,no,,F,Bike Way,Mixed,53:06.7,6:02:15.0,5:56:12.0,3:52:48.0,16:44:21.7,+6:06:00.5
Finished,126,65,85-1,Jakee Abs,ISR,no,,M,JohnDeere Team,Men,50:16.1,5:41:29.0,5:41:46.0,4:34:27.0,16:47:58.1,+6:09:36.9
Finished,126,65,85-2,Tamir Abs,ISR,no,,M,JohnDeere Team,Men,50:16.1,5:41:29.0,5:41:46.0,4:34:27.0,16:47:58.1,+6:09:36.9
Finished,127,66,39-1,Yaniv Shabat,ISR,no,,M,United Buttons,Men,51:21.8,6:20:42.0,5:52:21.0,3:45:54.0,16:50:18.8,+6:11:57.6
Finished,127,66,39-2,Yaniv Akst,ISR,no,,M,United Buttons,Men,51:21.8,6:20:42.0,5:52:21.0,3:45:54.0,16:50:18.8,+6:11:57.6
Finished,128,67,88-1,Yaron BarOn,ISR,no,,M,yaron and guy,Men,54:06.6,6:15:05.0,5:52:47.0,3:55:43.0,16:57:41.6,+6:19:20.4
Finished,128,67,88-2,Guy Lifshits,ISR,no,,M,yaron and guy,Men,54:06.6,6:15:05.0,5:52:47.0,3:55:43.0,16:57:41.6,+6:19:20.4
Finished,129,34,318-1,Gonen Wilf,ISR,no,,M,GWGZ,Masters,56:33.1,6:10:19.0,6:02:32.0,3:48:31.0,16:57:55.1,+6:19:33.9
Finished,129,34,318-2,Tal Gamzu,ISR,no,,M,GWGZ,Masters,56:33.1,6:10:19.0,6:02:32.0,3:48:31.0,16:57:55.1,+6:19:33.9
Finished,130,68,91-1,David Schwartz,ISR,no,,M,Team MS,Men,57:09.9,6:15:20.0,5:44:00.0,4:03:22.0,16:59:51.9,+6:21:30.7
Finished,130,68,91-2,Alex Reitbort,ISR,no,,M,Team MS,Men,57:09.9,6:15:20.0,5:44:00.0,4:03:22.0,16:59:51.9,+6:21:30.7
Finished,131,69,65-1,Yony Kalush,ISR,no,,M,Team Vigo home,Men,1:39:44.2,6:05:58.0,5:32:15.0,3:44:43.0,17:02:40.2,+6:24:19.0
Finished,131,69,65-2,Yoav Garibi,ISR,no,,M,Team Vigo home,Men,1:39:44.2,6:05:58.0,5:32:15.0,3:44:43.0,17:02:40.2,+6:24:19.0
Finished,132,35,361-1,Arie Gurion,ISR,no,,M,MARATHONYA - TBW,Masters,54:52.4,6:04:40.0,6:02:18.0,4:01:30.0,17:03:20.4,+6:24:59.2
Finished,132,35,361-2,Noam Alon,ISR,no,,M,MARATHONYA - TBW,Masters,54:52.4,6:04:40.0,6:02:18.0,4:01:30.0,17:03:20.4,+6:24:59.2
Finished,133,13,538-1,Gadi Goldglas,ISR,no,,M,espresso team,Grand Masters,55:52.4,5:55:42.0,6:12:07.0,4:00:11.0,17:03:52.4,+6:25:31.2
Finished,133,13,538-2,Livneh Zarfati,ISR,no,,M,espresso team,Grand Masters,55:52.4,5:55:42.0,6:12:07.0,4:00:11.0,17:03:52.4,+6:25:31.2
Finished,134,36,344-1,Shay Shalom,ISR,no,,M,zone3,Masters,50:58.5,6:40:56.0,5:51:46.0,3:44:34.0,17:08:14.5,+6:29:53.3
Finished,134,36,344-2,Arie Bar Or,ISR,no,,M,zone3,Masters,50:58.5,6:40:56.0,5:51:46.0,3:44:34.0,17:08:14.5,+6:29:53.3
Finished,135,37,340-1,Eyal Friedman,ISR,no,,M,Power Rangers,Masters,54:38.5,6:19:04.0,5:57:37.0,3:56:59.0,17:08:18.5,+6:29:57.3
Finished,135,37,340-2,Hadar Gat,ISR,no,,M,Power Rangers,Masters,54:38.5,6:19:04.0,5:57:37.0,3:56:59.0,17:08:18.5,+6:29:57.3
Finished,136,7,208-1,Guy Gill,ISR,no,,M,ZONE3,Mixed,1:30:03.1,6:02:53.0,5:44:59.0,3:51:42.0,17:09:37.1,+6:31:15.9
Finished,136,7,208-2,Limor Hagani,ISR,no,,F,ZONE3,Mixed,1:30:03.1,6:02:53.0,5:44:59.0,3:51:42.0,17:09:37.1,+6:31:15.9
Finished,137,38,351-1,Guy Sasson,ISR,no,,M,Magal,Masters,55:00.1,6:23:42.0,5:52:36.0,4:02:34.0,17:13:52.1,+6:35:30.9
Finished,137,38,351-2,Dani Gati,ISR,no,,M,Magal,Masters,55:00.1,6:23:42.0,5:52:36.0,4:02:34.0,17:13:52.1,+6:35:30.9
Finished,138,39,342-1,Avi Gabay,ISR,no,,M,A&A,Masters,55:50.5,6:33:08.0,5:57:05.0,3:51:20.0,17:17:23.5,+6:39:02.3
Finished,138,39,342-2,Arik Eitan,ISR,no,,M,A&A,Masters,55:50.5,6:33:08.0,5:57:05.0,3:51:20.0,17:17:23.5,+6:39:02.3
Finished,139,40,337-1,Moshe Aharoni,ISR,no,,M,LIONS,Masters,54:02.6,6:18:53.0,6:09:35.0,4:01:11.0,17:23:41.6,+6:45:20.4
Finished,139,40,337-2,Gal Arie,ISR,no,,M,LIONS,Masters,54:02.6,6:18:53.0,6:09:35.0,4:01:11.0,17:23:41.6,+6:45:20.4
Finished,140,14,511-1,Julian Zetler,RSA,no,,M,Sakkie?s Dream team,Grand Masters,54:14.4,6:47:44.0,5:52:18.0,3:55:36.0,17:29:52.4,+6:51:31.2
Finished,140,14,511-2,Issac Borochwitz,RSA,no,,M,Sakkie?s Dream team,Grand Masters,54:14.4,6:47:44.0,5:52:18.0,3:55:36.0,17:29:52.4,+6:51:31.2
Finished,141,41,343-1,Tzach Cohen,ISR,no,,M,500watt,Masters,57:45.9,6:24:17.0,6:16:17.0,3:52:22.0,17:30:41.9,+6:52:20.7
Finished,141,41,343-2,Yoav Horowitz,ISR,no,,M,500watt,Masters,57:45.9,6:24:17.0,6:16:17.0,3:52:22.0,17:30:41.9,+6:52:20.7
Finished,142,42,379-1,Sagi Ben Zvi,ISR,no,,M,500TRI,Masters,54:48.2,6:05:52.0,6:39:34.0,3:52:12.0,17:32:26.2,+6:54:05.0
Finished,142,42,379-2,Oved Armoza,ISR,no,,M,500TRI,Masters,54:48.2,6:05:52.0,6:39:34.0,3:52:12.0,17:32:26.2,+6:54:05.0
Finished,143,43,362-1,Stephan Gous,RSA,no,,M,Anderson Transport,Masters,51:54.2,6:24:40.0,6:13:49.0,4:03:59.0,17:34:22.2,+6:56:01.0
Finished,143,43,362-2,Henk Adendorff,RSA,no,,M,Anderson Transport,Masters,51:54.2,6:24:40.0,6:13:49.0,4:03:59.0,17:34:22.2,+6:56:01.0
Finished,144,44,394-1,Louis Anderson,RSA,no,,M,Anderson Brothers,Masters,53:48.2,6:24:41.0,6:13:49.0,4:03:58.0,17:36:16.2,+6:57:55.0
Finished,144,44,394-2,Heimer Anderson,RSA,no,,M,Anderson Brothers,Masters,53:48.2,6:24:41.0,6:13:49.0,4:03:58.0,17:36:16.2,+6:57:55.0
Finished,145,45,315-1,Tsur Bdolach,ISR,no,,M,nir&tsur,Masters,52:50.4,6:36:07.0,6:10:02.0,4:02:59.0,17:41:58.4,+7:03:37.2
Finished,145,45,315-2,Maoz Paz-Tal,ISR,no,,M,nir&tsur,Masters,52:50.4,6:36:07.0,6:10:02.0,4:02:59.0,17:41:58.4,+7:03:37.2
Finished,146,70,58-1,Aleksey Korablov,ISR,no,,M,ErAl,Men,55:32.9,6:17:59.0,6:22:01.0,4:12:58.0,17:48:30.9,+7:10:09.7
Finished,146,70,58-2,Eran Ashkary,ISR,no,,M,ErAl,Men,55:32.9,6:17:59.0,6:22:01.0,4:12:58.0,17:48:30.9,+7:10:09.7
Finished,147,46,306-1,Ilan Zimet,SUI,no,,M,GOOO SWISS,Masters,53:45.7,6:22:53.0,6:21:43.0,4:11:03.0,17:49:24.7,+7:11:03.5
Finished,147,46,306-2,Ido Dolev,SUI,no,,M,GOOO SWISS,Masters,53:45.7,6:22:53.0,6:21:43.0,4:11:03.0,17:49:24.7,+7:11:03.5
Finished,148,47,332-1,Gil Musri,ISR,no,,M,Amit&Gil,Masters,56:17.2,6:43:25.0,6:08:45.0,4:02:11.0,17:50:38.2,+7:12:17.0
Finished,148,47,332-2,Amit Tropper,ISR,no,,M,Amit&Gil,Masters,56:17.2,6:43:25.0,6:08:45.0,4:02:11.0,17:50:38.2,+7:12:17.0
Finished,149,48,353-1,Ronen Pinhas,ISR,no,,M,RORA,Masters,56:52.7,6:36:11.0,6:08:58.0,4:09:31.0,17:51:32.7,+7:13:11.5
Finished,149,48,353-2,Ran Tavor,ISR,no,,M,RORA,Masters,56:52.7,6:36:11.0,6:08:58.0,4:09:31.0,17:51:32.7,+7:13:11.5
