Migdal Epic Israel - Stage 2
Overall
Status,Overall Position,Category Position,No.,Name,Nationality,UCI,UCI ID,Gender,Team,Category,Prologue,Stage 1,Stage 2,Time,Gap
Finished,33,29,27-1,Tobias Sindlinger,GER,yes,10013769536,M,MTB-News.de,Men,43:40.5,4:48:48.0,4:40:29.0,10:12:57.5,+2:09:07.3
Finished,33,29,27-2,Gabriel Sindlinger,GER,yes,10011122850,M,MTB-News.de,Men,43:40.5,4:48:48.0,4:40:29.0,10:12:57.5,+2:09:07.3
Finished,34,30,74-1,Kevin Haselsberger,AUT,no,,M,MTB-O Austria Factory Team,Men,43:38.9,4:51:41.0,4:38:03.0,10:13:22.9,+2:09:32.7
Finished,34,30,74-2,Tobias Breitschaedel,AUT,no,,M,MTB-O Austria Factory Team,Men,43:38.9,4:51:41.0,4:38:03.0,10:13:22.9,+2:09:32.7
Finished,35,31,60-1,Tzur Brant,ISR,no,,M,A Team,Men,46:09.6,4:56:51.0,4:36:38.0,10:19:38.6,+2:15:48.4
Finished,35,31,60-2,Etamar Deshe,ISR,no,,M,A Team,Men,46:09.6,4:56:51.0,4:36:38.0,10:19:38.6,+2:15:48.4
Finished,36,2,308-1,Erez Falkenstein,USA,no,,M,Boulder Aliya,Masters,54:48.5,4:54:24.0,4:31:18.0,10:20:30.5,+2:16:40.3
Finished,36,2,308-2,Matt Cooke,USA,no,,M,Boulder Aliya,Masters,54:48.5,4:54:24.0,4:31:18.0,10:20:30.5,+2:16:40.3
Finished,37,4,109-1,Cindy Montambault,CAN,yes,10006458665,F,CinSan,Women,47:02.1,4:49:33.0,4:44:15.0,10:20:50.1,+2:16:59.9
Finished,37,4,109-2,Sandra Walter,CAN,yes,10004295868,F,CinSan,Women,47:02.1,4:49:33.0,4:44:15.0,10:20:50.1,+2:16:59.9
Finished,38,5,102-1,Jovana Crnogorac,SRB,yes,10007299232,F,BIKE WAY RACING (BWR),Women,46:52.9,5:17:14.0,4:16:48.0,10:20:54.9,+2:17:04.7
Finished,38,5,102-2,Sophie Von Berswordt-Wallrabe,NED,yes,10008748471,F,BIKE WAY RACING (BWR),Women,46:52.9,5:17:14.0,4:16:48.0,10:20:54.9,+2:17:04.7
Finished,39,32,16-1,Mael Desriux,FRA,yes,10048660739,M,Team VTT ERIC FAVRE MTB RACING,Men,46:47.3,5:10:11.0,4:25:41.0,10:22:39.3,+2:18:49.1
Finished,39,32,16-2,Enzo Marci,FRA,yes,10025862305,M,Team VTT ERIC FAVRE MTB RACING,Men,46:47.3,5:10:11.0,4:25:41.0,10:22:39.3,+2:18:49.1
Finished,40,33,18-1,Guy Kaftori,ISR,yes,10097483869,M,The Buttons Team matzman,Men,44:19.5,4:58:24.0,4:40:11.0,10:22:54.5,+2:19:04.3
Finished,40,33,18-2,Noam Straschnow,ISR,yes,10007578714,M,The Buttons Team matzman,Men,44:19.5,4:58:24.0,4:40:11.0,10:22:54.5,+2:19:04.3
Finished,41,34,22-1,Joshua Lecointre,FRA,yes,10011015039,M,TEAM VOSGES VTT UCI (TVV),Men,43:11.3,5:10:27.0,4:30:11.0,10:23:49.3,+2:19:59.1
Finished,41,34,22-2,Vincent Sibille,FRA,yes,10008151519,M,TEAM VOSGES VTT UCI (TVV),Men,43:11.3,5:10:27.0,4:30:11.0,10:23:49.3,+2:19:59.1
Finished,42,6,104-1,Janika Loiv,EST,yes,10010871559,F,Estonian National MTB Team (EST),Women,48:33.5,4:41:47.0,4:57:27.0,10:27:47.5,+2:23:57.3
Finished,42,6,104-2,Greete Steinburg,EST,yes,10007431291,F,Estonian National MTB Team (EST),Women,48:33.5,4:41:47.0,4:57:27.0,10:27:47.5,+2:23:57.3
Leader,43,1,503-1,Amos Gery,ISR,no,,M,GG team,Grand Masters,48:41.4,5:02:11.0,4:42:00.0,10:32:52.4,+2:29:02.2
Leader,43,1,503-2,Zohar Galili,ISR,no,,M,GG team,Grand Masters,48:41.4,5:02:11.0,4:42:00.0,10:32:52.4,+2:29:02.2
Finished,44,35,72-1,Liav Ezer,ISR,no,,M,LG-Riders,Men,49:19.1,5:06:37.0,4:40:05.0,10:36:01.1,+2:32:10.9
Finished,44,35,72-2,Guy Shabi,ISR,no,,M,LG-Riders,Men,49:19.1,5:06:37.0,4:40:05.0,10:36:01.1,+2:32:10.9
Finished,45,7,103-1,Naama Noyman,ISR,yes,10009828710,F,Joe's No Flats (TMM),Women,49:15.9,5:06:46.0,4:40:09.0,10:36:10.9,+2:32:20.7
Finished,45,7,103-2,Antonia Daubermann,GER,yes,10009586109,F,Joe's No Flats (TMM),Women,49:15.9,5:06:46.0,4:40:09.0,10:36:10.9,+2:32:20.7
Finished,46,36,76-1,Omri Arbel,ISR,no,,M,arbel strauss - carmel new fields,Men,46:31.1,5:07:39.0,4:44:21.0,10:38:31.1,+2:34:40.9
Finished,46,36,76-2,Dan Carmel,ISR,no,,M,arbel strauss - carmel new fields,Men,46:31.1,5:07:39.0,4:44:21.0,10:38:31.1,+2:34:40.9
Finished,47,37,67-1,Zahi Ben gigi,ISR,no,,M,Race3R,Men,47:31.3,5:09:44.0,4:43:18.0,10:40:33.3,+2:36:43.1
Finished,47,37,67-2,Gil Schliesser,ISR,no,,M,Race3R,Men,47:31.3,5:09:44.0,4:43:18.0,10:40:33.3,+2:36:43.1
Finished,48,2,512-1,Landon La Grange,RSA,no,,M,Cape Air,Grand Masters,48:45.6,4:57:43.0,4:55:35.0,10:42:03.6,+2:38:13.4
Finished,48,2,512-2,Gavin Viljoen,RSA,no,,M,Cape Air,Grand Masters,48:45.6,4:57:43.0,4:55:35.0,10:42:03.6,+2:38:13.4
Finished,49,38,48-1,Ido Shavit,ISR,no,,M,Mother Fuckers,Men,47:05.6,5:04:12.0,4:51:43.0,10:43:00.6,+2:39:10.4
Finished,49,38,48-2,Boaz Hemmo,ISR,no,,M,Mother Fuckers,Men,47:05.6,5:04:12.0,4:51:43.0,10:43:00.6,+2:39:10.4
Finished,50,39,84-1,Tom Itzhaki,ISR,no,,M,TCH-Jinga p/b Specialized,Men,47:46.1,4:59:27.0,4:56:49.0,10:44:02.1,+2:40:11.9
Finished,50,39,84-2,Chen Schreiber,ISR,no,,M,TCH-Jinga p/b Specialized,Men,47:46.1,4:59:27.0,4:56:49.0,10:44:02.1,+2:40:11.9
Finished,51,40,77-1,Tamir Zinger,ISR,no,,M,UT,Men,48:59.1,5:12:12.0,4:43:24.0,10:44:35.1,+2:40:44.9
Finished,51,40,77-2,Uri Wolf,ISR,no,,M,UT,Men,48:59.1,5:12:12.0,4:43:24.0,10:44:35.1,+2:40:44.9
Finished,52,8,111-1,Rebecca McConnell,AUS,yes,10075237729,F,Primaflor Mondraker Rotor (PMR),Women,44:57.1,4:59:41.0,5:02:09.0,10:46:47.1,+2:42:56.9
Finished,52,8,111-2,Githa Michiels,BEL,yes,10003951015,F,Primaflor Mondraker Rotor (PMR),Women,44:57.1,4:59:41.0,5:02:09.0,10:46:47.1,+2:42:56.9
Finished,53,3,507-1,Ronen Shirizly,ISR,no,,M,eshkolot team,Grand Masters,47:42.6,5:04:12.0,4:55:34.0,10:47:28.6,+2:43:38.4
Finished,53,3,507-2,Hagay Anaby,ISR,no,,M,eshkolot team,Grand Masters,47:42.6,5:04:12.0,4:55:34.0,10:47:28.6,+2:43:38.4
Finished,54,4,501-1,Gil Kashi,NED,no,,M,Verge L'etape,Grand Masters,49:07.2,5:05:31.0,4:54:55.0,10:49:33.2,+2:45:43.0
Finished,54,4,501-2,Israel Chen,ISR,no,,M,Verge L'etape,Grand Masters,49:07.2,5:05:31.0,4:54:55.0,10:49:33.2,+2:45:43.0
Finished,55,41,90-1,Asaf Baldav,ISR,no,,M,Iron Button,Men,48:31.4,5:09:23.0,4:51:44.0,10:49:38.4,+2:45:48.2
Finished,55,41,90-2,Eran Lerner,ISR,no,,M,Iron Button,Men,48:31.4,5:09:23.0,4:51:44.0,10:49:38.4,+2:45:48.2
Finished,56,3,380-1,Guy Baumel,ISR,no,,M,Yekkes,Masters,47:31.2,5:05:16.0,4:58:06.0,10:50:53.2,+2:47:03.0
Finished,56,3,380-2,Eyal Katzenstein,ISR,no,,M,Yekkes,Masters,47:31.2,5:05:16.0,4:58:06.0,10:50:53.2,+2:47:03.0
Finished,57,42,98-1,Omer Lahav,ISR,no,,M,IGP,Men,46:29.3,5:22:02.0,4:44:12.0,10:52:43.3,+2:48:53.1
Finished,57,42,98-2,Yuval Tsahor,ISR,no,,M,IGP,Men,46:29.3,5:22:02.0,4:44:12.0,10:52:43.3,+2:48:53.1
Finished,58,4,302-1,Dan Zigmond,ISR,no,,M,Tim-zezu,Masters,48:22.4,5:14:32.0,4:55:43.0,10:58:37.4,+2:54:47.2
Finished,58,4,302-2,Roy Haker,ISR,no,,M,Tim-zezu,Masters,48:22.4,5:14:32.0,4:55:43.0,10:58:37.4,+2:54:47.2
Finished,59,43,19-1,David Reznik,ISR,yes,10002866635,M,The Babies,Men,45:18.7,5:40:24.0,4:35:33.0,11:01:15.7,+2:57:25.5
Finished,59,43,19-2,Netanel Ziv,ISR,yes,10016191001,M,The Babies,Men,45:18.7,5:40:24.0,4:35:33.0,11:01:15.7,+2:57:25.5
Finished,60,44,46-1,Nir Zohar,ISR,no,,M,TBD,Men,47:59.6,5:35:29.0,4:40:07.0,11:03:35.6,+2:59:45.4
Finished,60,44,46-2,Mayyan Gil,ISR,no,,M,TBD,Men,47:59.6,5:35:29.0,4:40:07.0,11:03:35.6,+2:59:45.4
Finished,61,5,388-1,Shavit Kohavi,ISR,no,,M,Dynamo&igp racing team,Masters,47:41.5,5:04:14.0,5:15:30.0,11:07:25.5,+3:03:35.3
Finished,61,5,388-2,Amity Cohen,ISR,no,,M,Dynamo&igp racing team,Masters,47:41.5,5:04:14.0,5:15:30.0,11:07:25.5,+3:03:35.3
Finished,62,45,51-1,Julian Haas,GER,no,,M,Freiburg?s Finest,Men,47:34.1,5:15:25.0,5:05:24.0,11:08:23.1,+3:04:32.9
Finished,62,45,51-2,Florian Lickert,GER,no,,M,Freiburg?s Finest,Men,47:34.1,5:15:25.0,5:05:24.0,11:08:23.1,+3:04:32.9
Finished,63,6,304-1,Dvir Almog,ISR,no,,M,Team ehud and dvir,Masters,47:36.5,5:15:11.0,5:07:04.0,11:09:51.5,+3:06:01.3
Finished,63,6,304-2,Ehud Abitboull,ISR,no,,M,Team ehud and dvir,Masters,47:36.5,5:15:11.0,5:07:04.0,11:09:51.5,+3:06:01.3
Finished,64,7,328-1,Avi Hadar,ISR,no,,M,KUKIYOT2,Masters,47:54.3,5:00:02.0,5:24:20.0,11:12:16.3,+3:08:26.1
Finished,64,7,328-2,David Oz,ISR,no,,M,KUKIYOT2,Masters,47:54.3,5:00:02.0,5:24:20.0,11:12:16.3,+3:08:26.1
Finished,65,8,382-1,Nati Thawco,ISR,no,,M,Buttons-adiga cycling,Masters,49:23.5,5:13:13.0,5:10:30.0,11:13:06.5,+3:09:16.3
Finished,65,8,382-2,Musa Gerchad,ISR,no,,M,Buttons-adiga cycling,Masters,49:23.5,5:13:13.0,5:10:30.0,11:13:06.5,+3:09:16.3
Finished,66,46,38-1,Jakub Jirko,CZE,no,,M,MTBS.cz Racing,Men,47:27.9,6:00:55.0,4:32:54.0,11:21:16.9,+3:17:26.7
Finished,66,46,38-2,Martin Hajny,CZE,no,,M,MTBS.cz Racing,Men,47:27.9,6:00:55.0,4:32:54.0,11:21:16.9,+3:17:26.7
Finished,67,47,86-1,Noah Thakoo,ISR,no,,M,adiga cycling,Men,54:54.8,5:29:41.0,4:56:50.0,11:21:25.8,+3:17:35.6
Finished,67,47,86-2,Adam Gerchad,ISR,no,,M,adiga cycling,Men,54:54.8,5:29:41.0,4:56:50.0,11:21:25.8,+3:17:35.6
Finished,68,9,341-1,Barak Herszkowicz,ISR,no,,M,Raykowicz,Masters,50:35.4,5:20:32.0,5:10:31.0,11:21:38.4,+3:17:48.2
Finished,68,9,341-2,Yossi Rayk,ISR,no,,M,Raykowicz,Masters,50:35.4,5:20:32.0,5:10:31.0,11:21:38.4,+3:17:48.2
Leader,69,1,206-1,Ivan Grenavtsev,RUS,no,,M,Corto,Mixed,50:44.7,5:18:59.0,5:15:03.0,11:24:46.7,+3:20:56.5
Leader,69,1,206-2,Seda Grenavtseva,RUS,no,,F,Corto,Mixed,50:44.7,5:18:59.0,5:15:03.0,11:24:46.7,+3:20:56.5
Finished,70,48,68-1,Matan Gedulter,ISR,no,,M,MO²,Men,48:41.8,5:24:39.0,5:13:30.0,11:26:50.8,+3:23:00.6
Finished,70,48,68-2,Ori Levy,ISR,no,,M,MO²,Men,48:41.8,5:24:39.0,5:13:30.0,11:26:50.8,+3:23:00.6
Finished,71,5,504-1,Oran Uzrad,ISR,no,,M,lugasy&uzrad,Grand Masters,48:56.4,5:29:16.0,5:10:12.0,11:28:24.4,+3:24:34.2
Finished,71,5,504-2,Nadav Lugasy,ISR,no,,M,lugasy&uzrad,Grand Masters,48:56.4,5:29:16.0,5:10:12.0,11:28:24.4,+3:24:34.2
Finished,72,10,392-1,Ladislav Musil,CZE,no,,M,KBELY Cycling team,Masters,49:49.2,5:22:04.0,5:18:06.0,11:29:59.2,+3:26:09.0
Finished,72,10,392-2,Jan Knyttl,CZE,no,,M,KBELY Cycling team,Masters,49:49.2,5:22:04.0,5:18:06.0,11:29:59.2,+3:26:09.0
Finished,73,49,83-1,Yakov Sagas,ISR,no,,M,Buttons kama-tavor,Men,49:01.1,5:28:33.0,5:13:32.0,11:31:06.1,+3:27:15.9
Finished,73,49,83-2,Shlomi Reuven,ISR,no,,M,Buttons kama-tavor,Men,49:01.1,5:28:33.0,5:13:32.0,11:31:06.1,+3:27:15.9
Finished,74,50,34-1,Maxim Bourloutsky,ISR,no,,M,Team Kerem,Men,49:25.1,5:16:15.0,5:26:13.0,11:31:53.1,+3:28:02.9
Finished,74,50,34-2,Shahar Avdar,ISR,no,,M,Team Kerem,Men,49:25.1,5:16:15.0,5:26:13.0,11:31:53.1,+3:28:02.9
Finished,75,2,201-1,Tomer Baruch,ISR,no,,M,Don’t worry B happy,Mixed,50:13.7,5:25:34.0,5:18:36.0,11:34:23.7,+3:30:33.5
Finished,75,2,201-2,Deborah Ohayon,ISR,no,,F,Don’t worry B happy,Mixed,50:13.7,5:25:34.0,5:18:36.0,11:34:23.7,+3:30:33.5
Finished,76,9,105-1,Virag Buzsaki,HUN,yes,10014856441,F,Hungarian National Team (HUN),Women,47:54.8,5:23:42.0,5:22:50.0,11:34:26.8,+3:30:36.6
Finished,76,9,105-2,Regina Schmidel,HUN,yes,10011197117,F,Hungarian National Team (HUN),Women,47:54.8,5:23:42.0,5:22:50.0,11:34:26.8,+3:30:36.6
Finished,77,11,397-1,David Travnicek,CZE,no,,M,INVEST MTB TEAM II,Masters,47:11.7,5:21:37.0,5:28:40.0,11:37:28.7,+3:33:38.5
Finished,77,11,397-2,Viktor Kolar,CZE,no,,M,INVEST MTB TEAM II,Masters,47:11.7,5:21:37.0,5:28:40.0,11:37:28.7,+3:33:38.5
Finished,78,10,106-1,Ilda Pereira,POR,yes,10007538500,F,Casa Myze Team / Centro bike val di sole,Women,50:09.9,5:29:28.0,5:18:39.0,11:38:16.9,+3:34:26.7
Finished,78,10,106-2,Lorenza Menapace,ITA,yes,10008743926,F,Casa Myze Team / Centro bike val di sole,Women,50:09.9,5:29:28.0,5:18:39.0,11:38:16.9,+3:34:26.7
Finished,79,6,505-1,Hans Planckaert,BEL,no,,M,Forestière-Rotwild-Agu Racing Team,Grand Masters,58:50.9,5:23:51.0,5:23:37.0,11:46:18.9,+3:42:28.7
Finished,79,6,505-2,René Vallée,FRA,no,,M,Forestière-Rotwild-Agu Racing Team,Grand Masters,58:50.9,5:23:51.0,5:23:37.0,11:46:18.9,+3:42:28.7
Finished,80,51,92-1,Stijn Verstraeten,BEL,no,,M,Firefighters Belgium Gent,Men,45:30.6,5:39:34.0,5:23:36.0,11:48:40.6,+3:44:50.4
Finished,80,51,92-2,Bjorn De Roo,BEL,no,,M,Firefighters Belgium Gent,Men,45:30.6,5:39:34.0,5:23:36.0,11:48:40.6,+3:44:50.4
Finished,81,7,514-1,Eli Cohen,ISR,no,,M,Team Rafaeli,Grand Masters,49:47.3,5:33:45.0,5:25:35.0,11:49:07.3,+3:45:17.1
Finished,81,7,514-2,Hagai Golan,ISR,no,,M,Team Rafaeli,Grand Masters,49:47.3,5:33:45.0,5:25:35.0,11:49:07.3,+3:45:17.1
Finished,82,12,329-1,Enrique Strammer,ISR,no,,M,EMSA,Masters,51:37.3,5:23:47.0,5:34:06.0,11:49:30.3,+3:45:40.1
Finished,82,12,329-2,Max Apartin,ISR,no,,M,EMSA,Masters,51:37.3,5:23:47.0,5:34:06.0,11:49:30.3,+3:45:40.1
Finished,83,13,303-1,Yakov Choen,ISR,no,,M,TBW,Masters,51:26.8,5:31:12.0,5:28:02.0,11:50:40.8,+3:46:50.6
Finished,83,13,303-2,Ziv Anphi,ISR,no,,M,TBW,Masters,51:26.8,5:31:12.0,5:28:02.0,11:50:40.8,+3:46:50.6
Finished,84,14,313-1,Amit Shitrit,ISR,no,,M,Intel Mobileye warriors,Masters,50:49.5,5:23:41.0,5:37:24.0,11:51:54.5,+3:48:04.3
Finished,84,14,313-2,Inon Fefer,ISR,no,,M,Intel Mobileye warriors,Masters,50:49.5,5:23:41.0,5:37:24.0,11:51:54.5,+3:48:04.3
Finished,85,15,389-1,Assaf Klein,ISR,no,,M,The Green Foxes,Masters,51:33.2,5:34:25.0,5:26:34.0,11:52:32.2,+3:48:42.0
Finished,85,15,389-2,Sasy Levy,ISR,no,,M,The Green Foxes,Masters,51:33.2,5:34:25.0,5:26:34.0,11:52:32.2,+3:48:42.0
Finished,86,52,95-1,Nils Strecker,GER,no,,M,Freiburg's Finest,Men,48:49.3,5:44:26.0,5:20:47.0,11:54:02.3,+3:50:12.1
Finished,86,52,95-2,Nico Schultis,GER,no,,M,Freiburg's Finest,Men,48:49.3,5:44:26.0,5:20:47.0,11:54:02.3,+3:50:12.1
Finished,87,53,78-1,Oran Gonen,ISR,no,,M,Fitzone,Men,48:27.1,5:22:13.0,5:48:45.0,11:59:25.1,+3:55:34.9
Finished,87,53,78-2,Asaf Brode,ISR,no,,M,Fitzone,Men,48:27.1,5:22:13.0,5:48:45.0,11:59:25.1,+3:55:34.9
Finished,88,16,381-1,Gil Poyastro,ISR,no,,M,the buttons,Masters,53:20.5,5:41:20.0,5:27:46.0,12:02:26.5,+3:58:36.3
Finished,88,16,381-2,David Yona,ISR,no,,M,the buttons,Masters,53:20.5,5:41:20.0,5:27:46.0,12:02:26.5,+3:58:36.3
Finished,89,17,360-1,Eli Ben Yakar,ISR,no,,M,The Buttons Ben Shemen,Masters,50:08.2,5:28:49.0,5:43:37.0,12:02:34.2,+3:58:44.0
Finished,89,17,360-2,Jesper Thirup Hansen,DEN,no,,M,The Buttons Ben Shemen,Masters,50:08.2,5:28:49.0,5:43:37.0,12:02:34.2,+3:58:44.0
Finished,90,3,203-1,Arnon Shadmi,ISR,no,,M,CCC- Botz,Mixed,52:45.4,5:45:34.0,5:24:47.0,12:03:06.4,+3:59:16.2
Finished,90,3,203-2,Moran Tel-paz,ISR,no,,F,CCC- Botz,Mixed,52:45.4,5:45:34.0,5:24:47.0,12:03:06.4,+3:59:16.2
Finished,91,54,70-1,Vita Son,ISR,no,,M,krayot lions,Men,48:53.8,5:56:16.0,5:21:13.0,12:06:22.8,+4:02:32.6
Finished,91,54,70-2,Ori Srulovich,ISR,no,,M,krayot lions,Men,48:53.8,5:56:16.0,5:21:13.0,12:06:22.8,+4:02:32.6
Finished,92,8,539-1,Yam Raz,ISR,no,,M,zaznu,Grand Masters,52:11.1,5:34:28.0,5:41:56.0,12:08:35.1,+4:04:44.9
Finished,92,8,539-2,Shay Shabtay,ISR,no,,M,zaznu,Grand Masters,52:11.1,5:34:28.0,5:41:56.0,12:08:35.1,+4:04:44.9
Finished,93,18,324-1,David Moss,ISR,no,,M,CCC,Masters,50:24.7,5:35:08.0,5:47:56.0,12:13:28.7,+4:09:38.5
Finished,93,18,324-2,Snir Herer,ISR,no,,M,CCC,Masters,50:24.7,5:35:08.0,5:47:56.0,12:13:28.7,+4:09:38.5
Finished,94,55,85-1,Jakee Abs,ISR,no,,M,JohnDeere Team,Men,50:16.1,5:41:29.0,5:41:46.0,12:13:31.1,+4:09:40.9
Finished,94,55,85-2,Tamir Abs,ISR,no,,M,JohnDeere Team,Men,50:16.1,5:41:29.0,5:41:46.0,12:13:31.1,+4:09:40.9
Finished,95,19,377-1,Arnon Rosenbaum,ISR,no,,M,The turtle & the rabbit,Masters,50:45.2,5:33:04.0,5:54:37.0,12:18:26.2,+4:14:36.0
Finished,95,19,377-2,Adi Rosenbaum,ISR,no,,M,The turtle & the rabbit,Masters,50:45.2,5:33:04.0,5:54:37.0,12:18:26.2,+4:14:36.0
Finished,96,9,531-1,Omer Banay,ISR,no,,M,GO,Grand Masters,55:44.9,5:47:28.0,5:36:04.0,12:19:16.9,+4:15:26.7
Finished,96,9,531-2,Gil Olshansky,ISR,no,,M,GO,Grand Masters,55:44.9,5:47:28.0,5:36:04.0,12:19:16.9,+4:15:26.7
Finished,97,56,52-1,Zvi Avraham,ISR,no,,M,PEAKERS,Men,54:05.8,5:47:02.0,5:44:06.0,12:25:13.8,+4:21:23.6
Finished,97,56,52-2,Tom Shefer,ISR,no,,M,PEAKERS,Men,54:05.8,5:47:02.0,5:44:06.0,12:25:13.8,+4:21:23.6
Finished,98,57,87-1,Yaron Gur,ISR,no,,M,Sct,Men,51:42.3,5:42:12.0,5:51:30.0,12:25:24.3,+4:21:34.1
Finished,98,57,87-2,Elad Koch,ISR,no,,M,Sct,Men,51:42.3,5:42:12.0,5:51:30.0,12:25:24.3,+4:21:34.1
Finished,99,20,345-1,Adi Koren,ISR,no,,M,דניאל ועדי,Masters,52:51.8,5:37:41.0,5:55:25.0,12:25:57.8,+4:22:07.6
Finished,99,20,345-2,Daniel Kaminsky,ISR,no,,M,דניאל ועדי,Masters,52:51.8,5:37:41.0,5:55:25.0,12:25:57.8,+4:22:07.6
Finished,100,21,374-1,Elad Raz,ISR,no,,M,Chainsmokers,Masters,51:49.8,6:01:46.0,5:33:18.0,12:26:53.8,+4:23:03.6
Finished,100,21,374-2,Andi Levy,ISR,no,,M,Chainsmokers,Masters,51:49.8,6:01:46.0,5:33:18.0,12:26:53.8,+4:23:03.6
Finished,101,22,363-1,Ido Mevorach,ISR,no,,M,Team BikeWay,Masters,53:53.2,5:28:15.0,6:05:22.0,12:27:30.2,+4:23:40.0
Finished,101,22,363-2,Etay Kienan,ISR,no,,M,Team BikeWay,Masters,53:53.2,5:28:15.0,6:05:22.0,12:27:30.2,+4:23:40.0
Finished,102,58,80-1,Itamar Kovalio,ISR,no,,M,Team Bike Way,Men,55:18.3,5:58:34.0,5:34:59.0,12:28:51.3,+4:25:01.1
Finished,102,58,80-2,Harel Kfir,ISR,no,,M,Team Bike Way,Men,55:18.3,5:58:34.0,5:34:59.0,12:28:51.3,+4:25:01.1
Finished,103,23,398-1,Richard Lurie,RSA,no,,M,The Excellence Group / JOC,Masters,49:43.7,5:37:16.0,6:02:07.0,12:29:06.7,+4:25:16.5
Finished,103,23,398-2,Robert Nicolella,ZAM,no,,M,The Excellence Group / JOC,Masters,49:43.7,5:37:16.0,6:02:07.0,12:29:06.7,+4:25:16.5
Finished,104,59,45-1,Haim Lazmi,ISR,no,,M,STG,Men,49:03.9,5:57:24.0,5:42:55.0,12:29:22.9,+4:25:32.7
Finished,104,59,45-2,Sharon Peer,ISR,no,,M,STG,Men,49:03.9,5:57:24.0,5:42:55.0,12:29:22.9,+4:25:32.7
Finished,105,24,375-1,Raz Shamai,ISR,no,,M,Raz&Ori,Masters,51:45.7,5:51:47.0,5:48:03.0,12:31:35.7,+4:27:45.5
Finished,105,24,375-2,Ori Shacham,ISR,no,,M,Raz&Ori,Masters,51:45.7,5:51:47.0,5:48:03.0,12:31:35.7,+4:27:45.5
