אנדורו
מרוץ 4 עונת 2014 - אלפי מנשה - 22-03-2014
E1
מקום,מספר,שם,מספר הקפות,הקפה מהירה,זמן כולל,פער
1,16,תומר שפירא,14,8:08.473,02:02:10.930,-
2,84,סער יעקב,13,8:26.309,02:01:04.349,1 הקפה
3,108,רן אזולאי,13,9:13.978,02:05:09.058,1 הקפה
4,121,אוריה כרמלי,13,9:19.475,02:05:41.805,1 הקפה
5,6,רון שטפל,11,8:41.933,01:43:49.900,3 הקפות
6,100,גיל קינן,8,9:30.072,01:18:30.534,6 הקפות
7,1,מתן ניר,2,9:46.417,19:58.469,12 הקפות
E2
מקום,מספר,שם,מספר הקפות,הקפה מהירה,זמן כולל,פער
1,22,יונתן לוי,14,8:08.120,02:02:48.050,-
2,299,נמרוד חמו,14,8:36.303,02:05:36.331,2:48.281
3,4,דרור כהן,14,8:40.654,02:08:20.886,5:32.836
4,151,חיים אוחנה,12,10:14.303,02:08:58.856,2 הקפות
5,920,אסי זעמן,12,10:25.469,02:10:40.402,2 הקפות
E3
מקום,מספר,שם,מספר הקפות,הקפה מהירה,זמן כולל,פער
1,25,תומר שמש,14,8:35.544,02:07:10.890,-
2,94,בר נוב,13,8:39.360,02:02:54.644,1 הקפה
3,48,שי עבדי,12,10:14.046,02:08:17.715,2 הקפות
C1
מקום,מספר,שם,מספר הקפות,הקפה מהירה,זמן כולל,פער
1,68,ירון יעקובוביץ",9,9:06.603,01:33:57.827,-
2,333,רונן מדיאל,9,9:21.784,01:34:06.526,8.699
3,76,עמרי מסיקה,9,9:42.113,01:36:32.727,2:34.900
4,19,אמיר כספי,9,9:39.333,01:37:43.035,3:45.208
5,10,דן וייס,9,9:32.221,01:44:13.954,10:16.127
6,18,רומן קלמפנר,8,10:04.540,01:30:08.675,1 הקפה
7,767,יואב שפירא,8,10:27.020,01:30:20.384,1 הקפה
8,79,עמית שטרן,8,10:10.602,01:32:33.627,1 הקפה
9,444,אלעד ששון,8,10:33.363,01:33:07.057,1 הקפה
10,82,נוי כהן,8,10:19.332,01:33:15.731,1 הקפה
11,147,איציק למברוזו,7,11:24.102,01:32:58.727,2 הקפות
12,903,הדר דוד,7,10:42.140,01:33:13.582,2 הקפות
13,800,זאב שלו,5,10:19.236,01:30:45.993,4 הקפות
14,51,אושר בושרי,2,11:57.332,28:30.468,7 הקפות
C2
מקום,מספר,שם,מספר הקפות,הקפה מהירה,זמן כולל,פער
1,69,יאיר אורן,9,9:27.797,01:34:22.643,-
2,616,טל איזנבנד,9,9:15.840,01:35:58.722,1:36.079
3,29,צחי בן-גיגי,9,10:01.730,01:37:10.310,2:47.667
4,922,דודי דדון,9,10:02.722,01:40:18.284,5:55.641
5,200,יעקב דדיה,8,10:53.009,01:34:17.390,1 הקפה
6,44,מעין סבי,8,9:19.814,01:39:37.950,1 הקפה
7,933,אריה ברנשטיין,7,10:56.315,01:33:11.589,2 הקפות
C3
מקום,מספר,שם,מספר הקפות,הקפה מהירה,זמן כולל,פער
1,63,שגיא שוורץ,8,10:23.728,01:30:43.099,-
2,80,עדי לוי,8,10:35.849,01:33:38.295,2:55.196
3,55,אייל ברלה,8,10:58.936,01:38:48.452,8:05.353
4,17,קובי צדף,1,16:42.838,16:42.838,7 הקפות
מתחילים
מקום,מספר,שם,מספר הקפות,הקפה מהירה,זמן כולל,פער
1,217,מוש כהן,5,9:44.347,01:00:11.735,-
2,888,דניאל ליטווק,5,10:52.697,01:02:43.916,2:32.181
3,9,עדן לוי,5,10:58.168,01:05:35.714,5:23.979
4,111,יפתח פרנקו,5,11:34.388,01:06:03.564,5:51.829
5,905,אלי ירום,5,11:09.752,01:06:30.464,6:18.729
6,112,יואב מאור,5,11:08.625,01:07:20.002,7:08.267
7,915,אריק פופוביץ,5,11:38.611,01:07:41.583,7:29.848
8,13,רועי לב,5,11:43.554,01:08:22.560,8:10.825
9,911,שרון אברהם,5,11:28.178,01:09:17.494,9:05.759
10,123,סלבה סבין,5,12:15.279,01:11:30.182,11:18.447
11,910,דורון מור,4,11:56.463,01:00:15.058,1 הקפה
12,604,נדב השמשוני,4,12:59.024,01:01:21.763,1 הקפה
13,291,אביעד כתריאל,4,14:21.455,01:05:42.299,1 הקפה
14,914,גלעד בן-זקן,4,13:42.334,01:07:23.105,1 הקפה
15,912,אלירן ברכה,4,12:07.226,01:09:32.135,1 הקפה
16,70,אלירן סבג,4,14:17.435,01:10:07.978,1 הקפה
17,555,ישי ויקרוביצקי,4,12:16.721,01:11:49.770,1 הקפה
18,313,ערן פלד,3,14:37.641,01:05:10.894,2 הקפות
19,913,כפיר אלמוזלינו,2,29:06.256,01:01:52.591,3 הקפות
20,777,גל בקשי,1,19:54.907,19:54.907,4 הקפות
21,11,דר כהן,1,44:06.411,44:06.411,4 הקפות
סניורים
מקום,מספר,שם,מספר הקפות,הקפה מהירה,זמן כולל,פער
1,45,איציק קלנר,9,9:34.148,01:37:24.699,-
2,41,נדב לוגסי,9,9:31.271,01:37:25.617,0.918
3,901,עמית גול,9,9:32.786,01:38:18.480,53.781
4,700,יוסי גוטמן,9,9:56.304,01:39:31.920,2:07.221
5,900,עדו גביש,7,11:32.460,01:32:07.475,2 הקפות
6,71,ברק דודאי,7,10:31.567,01:33:56.111,2 הקפות
הקפה מהירה: יונתן לוי (22) 8:08.120
 מהלך המירוץ
מקום,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,הקפה 6,הקפה 7,הקפה 8,הקפה 9,הקפה 10,הקפה 11,הקפה 12,הקפה 13,הקפה 14
1,22,22,22,22,22,22,22,22,22,16,16,16,16,16
2,16,16,16,16,16,16,16,16,16,22,22,22,22,22
3,299,299,299,299,299,299,299,299,299,299,299,299,299,299
4,25,25,25,25,25,25,25,25,25,25,25,25,25,25
5,6,4,4,4,4,4,4,4,4,4,4,4,4,4
6,94,94,94,94,94,94,94,94,6,6,6,84,84,
7,4,84,84,6,6,6,6,6,84,84,84,94,94,
8,100,1,108,84,108,84,84,84,94,94,94,108,108,
9,108,100,6,108,84,108,108,121,108,108,108,121,121,
10,1,6,100,100,100,100,100,108,121,121,121,48,,
11,84,121,121,121,121,121,121,100,68,151,151,151,,
12,121,108,151,151,151,151,151,69,333,48,48,920,,
13,920,920,920,920,920,920,69,333,69,920,920,,,
14,48,151,48,48,48,48,333,68,616,,,,,
15,151,48,69,69,69,69,48,151,151,,,,,
16,69,69,29,76,10,333,10,48,76,,,,,
17,68,68,76,333,76,10,68,920,48,,,,,
18,616,29,333,10,333,68,920,76,920,,,,,
19,767,76,10,29,68,76,76,616,29,,,,,
20,333,333,616,68,616,29,29,29,45,,,,,
21,29,10,68,616,29,616,616,45,41,,,,,
22,76,616,767,767,19,19,19,41,19,,,,,
23,10,767,19,19,45,45,45,19,901,,,,,
24,922,63,18,45,41,41,41,901,922,,,,,
25,18,18,45,700,767,767,901,10,10,,,,,
26,19,922,700,41,63,901,922,922,,,,,,
27,63,19,63,800,700,922,767,18,,,,,,
28,444,444,922,18,922,63,18,767,,,,,,
29,903,45,41,63,901,18,63,63,,,,,,
30,79,700,800,922,18,444,79,79,,,,,,
31,200,41,444,444,444,79,444,444,,,,,,
32,51,800,79,901,217,82,82,82,,,,,,
33,45,79,901,79,79,80,80,80,,,,,,
34,17,200,200,217,82,200,200,200,,,,,,
35,41,901,80,200,80,55,55,55,,,,,,
36,700,80,82,82,200,44,44,700,,,,,,
37,44,51,217,80,888,700,700,44,,,,,,
38,800,82,888,888,55,900,900,,,,,,,
39,80,888,44,55,9,147,147,,,,,,,
40,901,217,111,111,111,933,933,,,,,,,
41,82,147,55,9,905,903,903,,,,,,,
42,147,44,9,905,112,71,71,,,,,,,
43,55,111,905,915,915,,,,,,,,,
44,900,55,147,900,900,,,,,,,,,
45,111,9,900,112,13,,,,,,,,,
46,888,905,915,13,44,,,,,,,,,
47,933,900,112,911,911,,,,,,,,,
48,777,933,13,147,147,,,,,,,,,
49,9,915,933,933,903,,,,,,,,,
50,217,112,911,903,933,,,,,,,,,
51,905,13,123,123,123,,,,,,,,,
52,915,123,903,44,71,,,,,,,,,
53,112,911,604,910,800,,,,,,,,,
54,13,910,910,604,,,,,,,,,,
55,123,604,291,71,,,,,,,,,,
56,911,903,71,291,,,,,,,,,,
57,291,291,912,914,,,,,,,,,,
58,604,313,914,912,,,,,,,,,,
59,910,914,70,70,,,,,,,,,,
60,71,71,555,555,,,,,,,,,,
61,912,70,313,,,,,,,,,,,
62,914,912,,,,,,,,,,,,
63,313,555,,,,,,,,,,,,
64,70,913,,,,,,,,,,,,
65,555,,,,,,,,,,,,,
66,913,,,,,,,,,,,,,
67,11,,,,,,,,,,,,,
J1
מקום,מספר,שם,מספר הקפות,הקפה מהירה,זמן כולל,פער
1,33,גיל זרקו,16,1:32.874,30:04.594,-
2,30,יובל רייזמן פינק,16,1:44.333,30:32.266,27.672
3,40,רז עידן,14,1:53.381,29:47.222,2 הקפות
4,10,אריאל קסורלה,14,1:54.141,30:27.641,2 הקפות
5,80,יונתן בוארון,12,1:59.392,30:01.270,4 הקפות
6,100,רן יוחאי,11,2:07.842,29:48.318,5 הקפות
J2
מקום,מספר,שם,מספר הקפות,הקפה מהירה,זמן כולל,פער
1,47,גב סלע,8,5:25.321,45:27.170,-
2,21,טל בירנבאום,7,5:18.179,49:53.289,1 הקפה
3,9,עמית הראל,7,6:02.534,49:54.405,1 הקפה
4,222,נועם דדון,3,5:07.844,17:15.630,5 הקפות
