T1 2X4 OP3000
מקום,מספר,שם,הקפה 1,הקפה 2,זמן,פער
1,8,דני גולן,1:03:10.643,1:20:44.907,2:23:55.550,-
לא סיים - DNF
,100,אילן פטורי,1:02:10.667,-,1:02:10.667,1 הקפה
,35,יוסי אלמוג,-,-,-,2 הקפות
הקפה מהירה: (100) אילן פטורי - 1:02:10.667
T1 4X4
מקום,מספר,שם,הקפה 1,הקפה 2,זמן,פער
1,12,עובד ארזי,1:03:42.778,1:06:44.980,2:10:27.758,-
הקפה מהירה: (12) עובד ארזי - 1:03:42.778
T2
מקום,מספר,שם,הקפה 1,הקפה 2,זמן,פער
1,233,רועי שפירא,1:15:38.885,1:01:18.603,2:16:57.488,-
2,24,דוד שפרונץ,1:11:02.043,1:12:45.146,2:23:47.189,6:49.701
הקפה מהירה: (233) רועי שפירא - 1:01:18.603
T3
מקום,מספר,שם,הקפה 1,הקפה 2,זמן,פער
1,20,דני פרל,1:15:20.326,1:09:33.848,2:24:54.174,-
הקפה מהירה: (20) דני פרל - 1:09:33.848
T3 טורבו
מקום,מספר,שם,הקפה 1,הקפה 2,זמן,פער
1,97,אמיר אבו מוך,51:13.269,50:44.572,1:41:57.841,-
2,16,נאור אשכנזי,53:10.075,56:06.582,1:49:16.657,7:18.816
3,26,רפי ברנס,53:14.094,56:33.552,1:49:47.646,7:49.805
4,14,שגיא בורשטיין,56:07.918,54:43.097,1:50:51.015,8:53.174
5,41,שגיא נוי,54:53.935,56:43.267,1:51:37.202,9:39.361
6,19,רז ידן,57:23.465,56:50.547,1:54:14.012,12:16.171
7,95,יוני רווה,1:05:18.548,1:01:09.304,2:06:27.852,24:30.011
8,11,רוני פישמן,55:45.247,1:32:15.005,2:28:00.252,46:02.411
לא סיים - DNF
,13,גבי אברג'ל,58:39.669,-,58:39.669,1 הקפה
,18,צוות חי,-,-,-,2 הקפות
נפסל - DSQ
,15,אלירן יפרח,50:08.043,57:20.230,1:47:28.273,5:30.432
הקפה מהירה: (97) אמיר אבו מוך - 50:44.572
TT
מקום,מספר,שם,הקפה 1,הקפה 2,זמן,פער
1,34,ירון כהן,53:57.311,1:10:30.293,2:04:27.604,-
2,4,ויינברג טל,50:32.563,-,50:32.563,1 הקפה
3,36,עידו שיפורי רכב,-,-,-,2 הקפות
הקפה מהירה: (4) ויינברג טל - 50:32.563
אופנועים כללי
מקום,מספר,שם,הקפה 1,הקפה 2,זמן,פער
1,1,ליאור שוורץ,1:03:14.203,1:02:10.925,2:05:25.128,-
2,2,איתמר מלכה,1:34:06.580,-,1:34:06.580,1 הקפה
הקפה מהירה: (1) ליאור שוורץ - 1:02:10.925
אופנועים מקצועי
מקום,מספר,שם,הקפה 1,הקפה 2,זמן,פער
1,118,רומן קלמפנר,50:33.197,51:43.312,1:42:16.509,-
2,7,שגיב נגרקר,50:43.978,51:43.389,1:42:27.367,10.858
הקפה מהירה: (118) רומן קלמפנר - 50:33.197
אופנועים סניורים
מקום,מספר,שם,הקפה 1,הקפה 2,זמן,פער
1,71,ברק דודאי,58:01.294,58:38.230,1:56:39.524,-
2,78,צליל ונדרהורן,1:01:16.121,1:03:25.245,2:04:41.366,8:01.842
3,51,דהן נפתלי,1:09:57.452,1:15:31.031,2:25:28.483,28:48.959
4,3,עידן עבודי,1:21:56.817,1:20:27.460,2:42:24.277,45:44.753
הקפה מהירה: (71) ברק דודאי - 58:01.294
אופנועים עד 250
מקום,מספר,שם,הקפה 1,הקפה 2,זמן,פער
1,5,יעקב דדיה,57:51.913,59:13.706,1:57:05.619,-
2,222,אריאל דדיה,1:01:32.255,1:01:13.694,2:02:45.949,5:40.330
הקפה מהירה: (5) יעקב דדיה - 57:51.913
