אנדורו - היירסקרמבל
מרוץ 7 עונת 2018 - כפר החורש - 24-11-2018

מקצועית E1
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,עונשין,פער
4,101,ניר דוד,6,14:14.845,1:36:52.392,1 הקפה
5,142,צח תורגמן,6,14:05.386,1:38:43.460,1 הקפה
6,700,יוסי בן שטרית,6,14:38.923,1:40:51.620,1 הקפה
7,89,ישראל בוזגלו,5,15:42.221,1:31:03.151,2 הקפות
לא סיים - DNF
,189,סמי עותמאן,2,14:32.712,37:15.944,5 הקפות
הקפה מהירה: (74) אזברגה איברהים - 12:37.570

ג'וניור מקצועי
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,40,רז עידן,6,13:52.501,1:37:00.412,-
2,108,שי ספקטור,6,13:47.248,1:37:32.697,32.285
3,460,ענבר זלינגר,6,14:29.603,1:40:01.955,3:01.543
לא סיים - DNF
,182,שקד כהן,1,-,21:51.405,5 הקפות
הקפה מהירה: (108) שי ספקטור - 13:47.248

מהלך המירוץ
מקום,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,הקפה 6,הקפה 7,הקפה 8,הקפה 9,הקפה 10,הקפה 11
1,22,22,22,22,22,22,25,25,25,25,25
2,8,61,61,25,25,25,22,22,22,22,22
3,88,88,25,61,61,61,61,61,61,61,61
4,61,25,88,94,94,94,94,94,94,94,94
5,25,94,94,8,8,8,8,8,8,8,
6,2,2,2,88,88,88,2,518,518,518,
7,94,8,8,2,2,2,518,2,2,2,
8,11,518,518,518,518,518,88,88,88,88,
9,518,11,11,11,11,11,11,11,11,11,
10,800,800,800,6,800,6,800,800,800,800,
11,6,6,6,800,6,800,6,6,6,6,
12,117,45,33,33,33,33,33,45,45,,
13,44,33,45,45,45,45,353,117,117,,
14,125,125,125,125,353,353,45,,,,
15,45,130,111,111,111,111,74,,,,
16,130,111,130,353,154,74,111,,,,
17,111,117,117,154,74,90,90,,,,
18,56,56,353,130,90,21,154,,,,
19,33,745,745,90,21,312,312,,,,
20,121,353,74,74,312,154,130,,,,
21,136,121,90,117,130,130,117,,,,
22,745,312,154,745,745,745,21,,,,
23,40,74,312,312,117,121,,,,,
24,186,90,21,21,56,56,,,,,
25,312,21,56,56,121,117,,,,,
26,353,40,121,121,125,891,,,,,
27,74,186,40,110,891,110,,,,,
28,90,154,101,161,110,161,,,,,
29,519,136,136,891,161,101,,,,,
30,108,161,108,136,101,40,,,,,
31,182,101,891,179,179,108,,,,,
32,21,108,186,101,136,136,,,,,
33,460,189,161,656,40,179,,,,,
34,71,201,28,28,28,28,,,,,
35,161,891,656,108,108,656,,,,,
36,101,519,110,40,75,142,,,,,
37,166,142,179,142,142,75,,,,,
38,28,28,142,75,656,460,,,,,
39,154,656,75,460,460,700,,,,,
40,656,75,460,203,700,186,,,,,
41,189,110,700,700,186,71,,,,,
42,891,460,600,600,71,,,,,,
43,201,179,890,183,89,,,,,,
44,75,700,203,890,141,,,,,,
45,141,141,184,186,519,,,,,,
46,179,890,183,71,81,,,,,,
47,700,71,141,89,317,,,,,,
48,142,600,71,449,,,,,,,
49,890,203,89,184,,,,,,,
50,110,184,449,519,,,,,,,
51,184,183,77,141,,,,,,,
52,203,89,266,81,,,,,,,
53,89,77,519,317,,,,,,,
54,600,266,81,228,,,,,,,
55,26,26,475,,,,,,,,
56,81,81,317,,,,,,,,
57,183,449,267,,,,,,,,
58,77,317,228,,,,,,,,
59,266,475,,,,,,,,,
60,317,267,,,,,,,,,
61,449,228,,,,,,,,,
62,267,116,,,,,,,,,
63,475,,,,,,,,,,
64,228,,,,,,,,,,
65,116,,,,,,,,,,
66,202,,,,,,,,,,

ג'וניור מתחילים
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,עונשין,פער
1,10,בועז סאסי,12,3:12.817,42:03.722,-,-
2,39,טל אבטליון,12,3:15.494,P 43:05.249,20,1:01.527
3,66,אור זרקו,11,3:20.506,40:19.359,-,1 הקפה
4,121,גל אזולאי,11,3:26.674,41:39.589,-,1 הקפה
5,321,מעין חמוי,11,3:29.078,43:10.710,-,1 הקפה
6,22,אכרם אלחמידי,10,3:46.195,40:37.911,-,2 הקפות
7,3,עומרי בנימין,10,3:42.865,42:40.196,-,2 הקפות
8,77,ארז מלמן,10,3:40.935,42:52.172,-,2 הקפות
9,115,מעיין עוזיאל,9,3:51.760,40:57.472,-,3 הקפות
10,80,אור חן חיים גאלי,8,3:49.160,41:32.613,-,4 הקפות
הקפה מהירה: (10) בועז סאסי - 3:12.817

סופר ג'וניור מקצועי
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,עונשין,פער
1,27,אופיר קייסי צמח,12,3:11.234,42:31.176,-,-
2,1,בן אלמגור,12,3:13.732,P 42:58.766,10,27.590
3,48,שי אשכנזי,9,3:52.218,41:20.154,-,3 הקפות
4,888,יותם עוזיאל,9,4:05.497,41:39.202,-,3 הקפות
5,777,גיא שהם,8,4:10.670,42:43.936,-,4 הקפות
6,666,עומר שהם,8,4:30.901,48:36.098,-,4 הקפות
הקפה מהירה: (27) אופיר קייסי צמח - 3:11.234

סופר ג'וניור מתחילים
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,עונשין,פער
1,109,איתי וינברג,9,3:46.573,P 41:56.018,10,-
2,57,נהוראי דוידה,7,4:53.208,40:30.302,-,2 הקפות
3,46,גיא גולדשטיין,7,5:04.418,44:36.853,-,2 הקפות
4,15,יאיר עיני,6,4:31.666,40:33.313,-,3 הקפות
לא סיים - DNF
,199,שליו אגמי,1,-,13:25.812,-,8 הקפות
,89,אורי סבג,1,-,18:58.028,-,8 הקפות
הקפה מהירה: (109) איתי וינברג - 3:46.573

מהלך המירוץ
מקום,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,הקפה 6,הקפה 7,הקפה 8,הקפה 9,הקפה 10,הקפה 11,הקפה 12
1,10,39,39,39,10,10,10,10,10,10,10,10
2,39,10,10,10,39,39,27,27,27,1,27,27
3,1,1,27,27,27,27,39,39,39,39,39,39
4,66,66,1,1,1,1,1,1,1,27,1,1
5,27,27,66,66,66,66,66,66,66,66,66,
6,121,121,121,121,121,121,121,121,121,121,121,
7,22,22,321,321,321,321,321,321,321,321,321,
8,321,321,22,22,22,22,22,22,22,22,,
9,109,109,109,109,109,109,109,3,3,3,,
10,666,888,3,3,3,3,3,77,77,77,,
11,15,3,888,77,77,77,77,48,115,,,
12,115,115,48,888,888,48,48,115,48,,,
13,80,48,77,48,48,115,115,888,888,,,
14,48,77,115,115,115,888,888,109,109,,,
15,888,666,666,666,777,777,80,80,,,,
16,3,57,777,777,666,80,777,777,,,,
17,57,777,57,80,80,666,666,666,,,,
18,77,46,46,57,57,57,57,,,,,
19,777,15,80,46,15,46,46,,,,,
20,46,80,15,15,46,15,,,,,,
21,199,,,,,,,,,,,
22,89,,,,,,,,,,,

© כל הזכויות שמורות לתנועה מדידת זמנים
