אנדורו - היירסקרמבל
מרוץ 7 עונת 2018 - כפר החורש - 24-11-2018

מקצועית E1
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,עונשין,פער
1,25,תומר שמש,11,10:28.196,2:05:42.917,-,-
2,61,רון קדשאי,11,10:53.290,2:08:20.369,-,2:37.452
3,94,בר נוב,11,10:31.237,2:08:22.571,-,2:39.654
4,88,דן מיה,10,11:22.301,2:08:19.686,-,1 הקפה
5,11,גיא נורסלע,10,12:05.993,P 2:08:45.851,10,1 הקפה
6,800,דניאל ליטווק,10,11:46.596,2:09:32.297,-,1 הקפה
7,45,שי אביגדור,9,12:38.827,2:03:56.736,-,2 הקפות
הקפה מהירה: (25) תומר שמש - 10:28.196

מקצועית E2
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,22,יונתן לוי,11,10:27.803,2:05:43.323,-
2,8,נמרוד חמו,10,11:04.422,2:00:11.461,1 הקפה
3,6,ירון יעקובוביץ,10,12:19.264,2:10:54.221,1 הקפה
הקפה מהירה: (22) יונתן לוי - 10:27.803

מקצועית E3
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,518,קובי חמד,10,11:28.255,2:04:01.738,-
2,2,טל איזנבנד,10,11:24.125,2:04:06.429,4.691
3,117,חביאר אלחנדרו,9,12:55.763,2:11:05.532,1 הקפה
לא סיים - DNF
,44,מעין סבי,1,-,18:30.723,9 הקפות
הקפה מהירה: (2) טל איזנבנד - 11:24.125

מתחילים
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,עונשין,פער
1,183,אור פלס,4,14:38.347,P 1:10:18.819,-,-
2,203,אורי עזרא,4,14:15.664,1:10:19.642,-,0.823
3,600,הוד מעודה,4,15:06.095,1:10:47.538,-,28.719
4,890,ברק עזרא,4,16:05.754,1:12:06.442,-,1:47.623
5,449,רז נהוראי,4,15:35.762,1:15:48.049,-,5:29.230
6,184,עומר קלנר,4,15:52.043,1:15:49.193,-,5:30.374
7,77,רובי גולן,3,17:02.092,1:00:03.016,-,1 הקפה
8,266,מידן פרידמן,3,16:47.312,1:00:29.710,-,1 הקפה
9,475,בן שור,3,17:35.648,1:04:13.448,-,1 הקפה
10,267,ירין כהן,3,18:48.357,1:09:19.458,-,1 הקפה
לא סיים - DNF
,116,דורון אמיתי,2,31:49.777,1:04:27.562,-,2 הקפות
,202,אסף,1,-,46:02.744,-,3 הקפות
הקפה מהירה: (203) אורי עזרא - 14:15.664

סניורים (גיל 40 ומעלה)
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,עונשין,פער
1,111,יוסי גוטמן,7,13:15.062,1:40:30.053,-,-
2,130,קלדס אדי,7,13:19.712,1:44:12.926,-,3:42.873
3,745,שאולי חמוי,6,13:09.825,1:30:30.013,-,1 הקפה
4,121,אוריה כרמלי,6,13:14.772,1:31:09.788,-,1 הקפה
5,56,איציק קלנר,6,13:35.128,1:31:16.283,-,1 הקפה
6,136,ניזרי מיכאל,6,14:44.896,1:37:36.875,-,1 הקפה
7,186,זוהר גלילי,6,13:35.962,1:41:06.992,-,1 הקפה
8,71,ברק דודאי,6,14:58.423,1:44:29.228,-,1 הקפה
9,519,דרור כהן,5,16:25.588,P 1:34:49.026,-,2 הקפות
10,81,מרדכי שלומי,5,17:32.343,1:38:59.301,-,2 הקפות
11,317,ארז זנדברג,5,18:14.245,1:45:36.698,-,2 הקפות
12,228,עופר בנימין,4,19:40.951,1:33:27.668,-,3 הקפות
לא סיים - DNF
,125,רונן מדיאל,5,13:28.920,1:18:12.879,-,2 הקפות
הקפה מהירה: (745) שאולי חמוי - 13:09.825

עממית C1
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,עונשין,פער
1,33,גיל זרקו,7,11:50.267,1:34:25.622,-,-
2,21,יהב פייגין,7,12:57.196,P 1:57:20.621,10:00,22:54.999
3,110,איתי גרואג,6,13:47.031,1:35:37.673,-,1 הקפה
4,656,עוז נהוראי,6,13:27.145,1:38:25.924,-,1 הקפה
5,75,יובל גוטמן,6,14:31.961,1:39:03.730,-,1 הקפה
6,141,דור תורגמן,5,15:27.593,1:34:36.816,-,2 הקפות
לא סיים - DNF
,26,עומר רוזנבלום,2,19:02.322,43:37.841,-,5 הקפות
הקפה מהירה: (33) גיל זרקו - 11:50.267

עממית C2
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,353,חן כהן,7,12:15.602,1:38:09.823,-
2,154,גיא בטיטו,7,12:08.095,1:40:55.772,2:45.949
3,312,שגב דן,7,13:13.505,1:43:20.553,5:10.730
4,161,אמיר אבו מוך,6,14:17.202,1:36:27.691,1 הקפה
5,179,אורי פרג רואי,6,14:09.644,1:37:37.199,1 הקפה
6,28,צחי בני,6,14:04.487,1:37:48.782,1 הקפה
לא סיים - DNF
,201,קובי סרויה,2,14:11.724,37:16.875,5 הקפות
,166,עלי אלאטרש,1,-,22:32.736,6 הקפות
הקפה מהירה: (154) גיא בטיטו - 12:08.095

עממית C3
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,74,אזברגה איברהים,7,12:37.570,1:40:25.223,-
2,90,משה אלקיים,7,12:51.800,1:40:52.210,26.987
3,891,עומר שדה,6,13:25.163,1:34:42.103,1 הקפה
