מוטוקרוס
מרוץ 6 עונת 2018 - אילת - 22-12-2018

מקצועית MX1 - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,12,שחר בלולו,10,1:46.308,19:03.330,-
2,10,דור עטיה,10,1:49.561,19:51.772,48.442
3,100,אליקו אוחנה,10,1:52.513,20:15.301,1:11.971
4,3,אלירן קדר,10,1:53.822,20:29.395,1:26.065
הקפה מהירה: (12) שחר בלולו - 1:46.308

מקצועית MX1 - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,12,שחר בלולו,10,1:48.678,19:24.948,-
2,100,אליקו אוחנה,10,1:53.980,20:31.057,1:06.109
3,3,אלירן קדר,10,1:58.413,21:32.652,2:07.704
P 4,10,דור עטיה,10,1:49.290,19:27.546,2.598
הקפה מהירה: (12) שחר בלולו - 1:48.678

מקצועית MX2 - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,47,סוף סלע,10,1:46.746,19:07.068,-
2,777,דוד פורמנוב,10,1:50.367,19:56.220,49.152
3,1,דן מיה,10,1:51.918,19:59.304,52.236
4,51,גיא דוברובסקי,10,1:52.452,20:00.512,53.444
5,146,רוני רגף,10,1:52.081,20:17.996,1:10.928
6,7,שי מנצור,10,1:53.142,20:30.078,1:23.010
7,36,בן חביב,10,1:55.862,20:47.105,1:40.037
8,22,איתי דוב,10,1:52.236,21:04.668,1:57.600
9,241,אופיר ואזה,9,1:58.274,19:23.477,1 הקפה
10,102,איתי ברק,9,2:02.689,20:13.679,1 הקפה
הקפה מהירה: (47) סוף סלע - 1:46.746

מקצועית MX2 - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,47,סוף סלע,10,1:49.365,19:28.937,-
2,1,דן מיה,10,1:53.024,20:17.182,48.245
3,51,גיא דוברובסקי,10,1:53.126,20:20.670,51.733
4,146,רוני רגף,10,1:54.462,20:34.207,1:05.270
5,7,שי מנצור,10,1:54.110,20:38.830,1:09.893
6,22,איתי דוב,10,1:55.905,21:11.399,1:42.462
7,241,אופיר ואזה,9,1:59.894,19:38.732,1 הקפה
P 8,36,בן חביב,10,2:00.428,21:36.767,2:07.830
9,102,איתי ברק,9,2:01.073,20:02.358,1 הקפה
לא סיים - DNF
,777,דוד פורמנוב,8,1:53.111,16:17.397,2 הקפות
הקפה מהירה: (47) סוף סלע - 1:49.365

פתוחה - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,22,אריאל דדיה,8,1:52.721,16:15.391,-
2,15,גיא אליתים,8,1:53.910,16:23.833,8.442
3,8,נמרוד דור,8,1:53.794,16:23.834,8.443
4,2,איתי מרחבי,8,1:57.372,16:58.131,42.740
5,69,מוטי אלקיים,8,2:00.355,17:19.961,1:04.570
הקפה מהירה: (22) אריאל דדיה - 1:52.721

פתוחה - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,8,נמרוד דור,8,1:56.260,16:40.912,-
2,22,אריאל דדיה,8,1:55.732,16:50.313,9.401
3,15,גיא אליתים,8,1:57.394,17:15.462,34.550
4,2,איתי מרחבי,8,1:59.102,17:19.736,38.824
5,69,מוטי אלקיים,8,2:00.663,17:49.592,1:08.680
הקפה מהירה: (22) אריאל דדיה - 1:55.732

רוקיז - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,33,גיל זרקו,8,1:50.741,16:02.970,-
2,50,עילי מיכאלי,8,1:51.584,16:20.381,17.411
3,262,אופק קיסוס,8,1:53.299,16:35.730,32.760
4,26,עומר רוזנבלום,8,1:56.818,16:54.294,51.324
5,23,ולדמן איתמר,8,2:00.362,17:18.112,1:15.142
6,24,יובל בנאי,7,2:11.715,17:55.414,1 הקפה
הקפה מהירה: (33) גיל זרקו - 1:50.741

רוקיז - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,33,גיל זרקו,8,1:53.407,16:27.045,-
2,262,אופק קיסוס,8,1:54.501,16:46.388,19.343
3,50,עילי מיכאלי,8,1:53.918,17:00.821,33.776
4,26,עומר רוזנבלום,8,1:58.808,17:24.509,57.464
5,23,ולדמן איתמר,8,2:04.020,17:57.723,1:30.678
6,24,יובל בנאי,7,2:12.704,18:28.296,1 הקפה
הקפה מהירה: (33) גיל זרקו - 1:53.407

נשים - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,100,רן יוחאי,7,2:02.472,16:00.083,-
2,7,נועה כהן,7,2:01.577,16:02.423,2.340
3,141,דנה פרדר,6,2:24.761,16:05.836,1 הקפה
4,99,עדי מייזל,6,2:23.559,16:41.407,1 הקפה
הקפה מהירה: (7) נועה כהן - 2:01.577

נשים - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,100,רן יוחאי,7,2:04.862,15:50.764,-
2,7,נועה כהן,7,2:04.560,15:53.142,2.378
3,141,דנה פרדר,6,2:26.282,16:19.676,1 הקפה
4,99,עדי מייזל,6,2:29.046,16:33.831,1 הקפה
הקפה מהירה: (7) נועה כהן - 2:04.560

סניורים - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,74,מאור אברהם,7,1:57.768,15:06.138,-
2,169,רמי ברנס,7,2:01.607,15:49.793,43.655
3,62,אברהים אלחמידי,7,2:03.619,16:21.063,1:14.925
4,43,עמית בן עזר,7,2:09.851,16:44.966,1:38.828
5,5,יריב לוי,7,2:12.490,17:21.088,2:14.950
לא סיים - DNF
,23,יובל שלומי,1,-,4:06.281,6 הקפות
הקפה מהירה: (74) מאור אברהם - 1:57.768

סניורים - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,74,מאור אברהם,7,2:01.735,15:38.694,-
2,169,רמי ברנס,7,2:04.685,15:48.618,9.924
