3,62,אברהים אלחמידי,7,2:09.072,16:29.707,51.013
4,43,עמית בן עזר,7,2:09.207,16:41.316,1:02.622
5,5,יריב לוי,7,2:10.926,16:50.428,1:11.734
הקפה מהירה: (74) מאור אברהם - 2:01.735

עממית - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,17,בר אברג'יל,6,1:59.513,13:11.630,-
2,67,ירין כהן,6,2:01.612,13:29.693,18.063
3,54,משה קולנו,6,2:03.392,13:34.261,22.631
4,80,יוהד זוהר אלקבץ,6,2:01.825,13:44.834,33.204
5,99,דניאל ארליך,6,2:19.778,15:27.168,2:15.538
הקפה מהירה: (17) בר אברג'יל - 1:59.513

עממית - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,17,בר אברג'יל,6,2:00.480,13:21.968,-
2,80,יוהד זוהר אלקבץ,6,2:02.986,13:38.330,16.362
3,54,משה קולנו,6,2:04.748,13:50.085,28.117
4,99,דניאל ארליך,5,2:25.599,13:46.053,1 הקפה
5,554,בר פרץ,2,3:02.914,15:06.571,4 הקפות
הקפה מהירה: (17) בר אברג'יל - 2:00.480

ג'וניורס - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,108,שי ספקטור,8,1:55.989,16:47.390,-
2,224,אילי ביבי,8,1:55.838,16:48.631,1.241
3,66,אור זרקו,8,2:02.353,17:39.886,52.496
4,22,אכרם אלחמידי,8,2:02.700,17:46.491,59.101
5,121,גל אזולאי,8,2:04.833,18:16.664,1:29.274
6,321,איתי אביבי,7,2:24.542,18:29.832,1 הקפה
7,922,אופשטיין שון,7,2:24.207,18:40.287,1 הקפה
8,25,דודי שמואל,6,2:33.334,17:34.191,2 הקפות
הקפה מהירה: (224) אילי ביבי - 1:55.838

ג'וניורס - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,108,שי ספקטור,8,1:57.524,16:55.772,-
2,66,אור זרקו,8,2:03.076,17:45.158,49.386
3,121,גל אזולאי,8,2:06.312,18:07.405,1:11.633
4,22,אכרם אלחמידי,8,2:03.659,18:07.797,1:12.025
5,224,אילי ביבי,8,1:58.347,19:43.828,2:48.056
6,321,איתי אביבי,7,2:24.931,18:37.153,1 הקפה
7,922,אופשטיין שון,7,2:27.079,18:55.780,1 הקפה
8,25,דודי שמואל,6,2:29.236,17:30.948,2 הקפות
הקפה מהירה: (108) שי ספקטור - 1:57.524

סופר ג'וניורס - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,1,בן אלמגור,6,1:58.937,13:09.682,-
2,27,אופיר קייסי צמח,6,1:58.984,13:15.538,5.856
3,109,איתי וינברג,6,2:17.931,15:15.947,2:06.265
4,48,שי אשכנזי,5,2:20.819,13:13.671,1 הקפה
5,84,אוראן אוחנה,5,2:26.038,13:58.798,1 הקפה
6,7,בן נהרי,5,2:38.623,15:01.982,1 הקפה
7,160,ליאל רומנוב,5,2:38.073,15:42.997,1 הקפה
הקפה מהירה: (1) בן אלמגור - 1:58.937

סופר ג'וניורס - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,27,אופיר קייסי צמח,6,2:01.762,13:24.324,-
2,1,בן אלמגור,6,2:02.119,13:35.619,11.295
3,84,אוראן אוחנה,5,2:24.296,13:32.626,1 הקפה
4,48,שי אשכנזי,5,2:23.162,13:32.627,1 הקפה
5,109,איתי וינברג,5,2:18.165,13:47.206,1 הקפה
6,160,ליאל רומנוב,5,2:39.369,14:50.728,1 הקפה
7,7,בן נהרי,5,2:41.234,15:24.582,1 הקפה
הקפה מהירה: (27) אופיר קייסי צמח - 2:01.762

© כל הזכויות שמורות לתנועה מדידת זמנים
