מקצועית E1
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,94,בר נוב,9,02:00:44.381,,13:06.730
2,25,תומר שמש,9,02:02:14.709,1:30.328,13:21.715
3,6,דן מיה,9,02:09:46.575,9:02.194,13:55.097
4,747,גב סלע,9,02:09:47.715,9:03.334,13:10.457
5,15,עדי ישראל,8,02:02:57.064,1 הקפה,14:49.602
6,19,יפתח פרנקו,7,02:01:29.832,2 הקפות,14:09.121
הקפה מהירה: (94) בר נוב - 13:06.730
מקצועית E2
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,8,נמרוד חמו,10,02:11:10.346,,12:37.683
2,22,יונתן לוי,10,02:13:50.762,2:40.416,12:44.978
3,5,זיו כרמי,9,02:01:27.973,1 הקפה,12:56.252
4,68,ירון יעקובוביץ,9,02:09:05.546,1 הקפה,13:51.960
5,2,טל איזנבנד,9,02:12:00.333,1 הקפה,14:13.381
6,10,עופרי שטראוס,8,02:02:52.158,2 הקפות,14:49.287
הקפה מהירה: (8) נמרוד חמו - 12:37.683
מקצועית E3
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,3,גיל קינן,9,02:09:43.077,,14:06.809
2,102,אליקו אוחנה,8,02:01:50.321,1 הקפה,14:33.901
3,29,צחי בן גיגי,8,02:06:00.171,1 הקפה,15:13.137
4,217,מוש כהן,7,02:02:17.279,2 הקפות,15:48.578
5,85,חיים פרנסי,7,02:13:26.148,2 הקפות,15:57.873
6,90,איציק קלנר,5,02:00:41.268,4 הקפות,16:36.002
הקפה מהירה: (3) גיל קינן - 14:06.809
סניורים
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,901,עמית גול,6,01:36:12.637,,15:27.432
2,125,רונן מדיאל,6,01:37:43.691,1:31.054,15:48.690
3,561,שלומי ברבי,6,01:38:08.981,1:56.344,16:11.821
4,71,ברק דודאי,6,01:41:20.982,5:08.345,16:22.255
5,23,אריק פופוביץ,6,01:45:15.656,9:03.019,17:12.993
6,27,שגיא שוורץ,5,01:31:07.255,1 הקפה,18:06.243
