ראלי רייד
מרוץ 5 עונת 2017 - עובדה - 15-12-2017
OP 3000
מקום,מספר,שם,הקפה 1,זמן,עונשין,פער
1,10,אילן פטורי,2:18:24.998,2:18:24.998,-,-
T1
מקום,מספר,שם,הקפה 1,זמן,עונשין,פער
1,70,רז הימן,1:55:30.547,1:55:30.547,-,-
2,11,שי שמעוני,2:06:01.114,2:06:01.114,-,10:30.567
3,12,עובד ארזי,2:18:35.385,2:18:35.385,-,23:04.838
T2
מקום,מספר,שם,הקפה 1,זמן,עונשין,פער
1,12,רועי שפירא,2:16:02.149,2:16:02.149,-,-
2,24,דדי שפרונץ,2:18:46.966,2:18:46.966,-,2:44.817
T3
מקום,מספר,שם,הקפה 1,זמן,עונשין,פער
1,40,דני פרל,2:11:07.837,2:11:07.837,-,-
T3.1 (טורבו)
מקום,מספר,שם,הקפה 1,זמן,עונשין,פער
1,1,אלירן יפרח,1:51:55.339,1:51:55.339,-,-
2,60,גבי אברג'יל,1:59:55.055,1:59:55.055,-,7:59.716
3,41,שגיא נוי,2:00:24.452,2:00:24.452,-,8:29.113
4,90,עזר חי,2:04:45.152,2:04:45.152,-,12:49.813
5,97,עמיר אבו מוך,1:52:00.450,P 2:07:00.450,15:00.000,15:05.111
6,20,שרון בן עמי,2:11:22.939,2:11:22.939,-,19:27.600
7,181,שגיא בורשטיין,2:44:02.404,2:44:02.404,-,52:07.065
לא סיים - DNF
,46,רפי ברנס,-,-,-,1 הקפה
,49,רוני פישמן,-,-,-,1 הקפה
TT
מקום,מספר,שם,הקפה 1,זמן,עונשין,פער
1,4,טל ויינברג,1:41:32.250,P 2:11:32.250,30:00.000,-
2,14,עידו כהן,2:13:02.581,2:13:02.581,-,1:30.331
3,33,לירן סברוב,2:08:55.714,P 2:23:55.714,15:00.000,12:23.464
4,34,איל לביא,1:45:28.259,P 2:28:28.259,43:00.000,16:56.009
אופנועים - כללי
מקום,מספר,שם,הקפה 1,זמן,עונשין,פער
1,74,ליאור שוורץ,2:14:50.432,2:14:50.432,-,-
2,61,פוליטימי קיריקופולו,2:27:08.179,2:27:08.179,-,12:17.747
3,73,איתמר מלכה,2:35:23.885,2:35:23.885,-,20:33.453
אופנועים - מקצועי
מקום,מספר,שם,הקפה 1,זמן,עונשין,פער
1,72,יוני לוי,1:46:19.536,1:46:19.536,-,-
2,8,נמרוד חמו,1:52:59.790,1:52:59.790,-,6:40.254
3,76,עופרי שטראוס,1:54:16.481,1:54:16.481,-,7:56.945
4,4,דרור כהן,1:55:31.561,1:55:31.561,-,9:12.025
5,270,וסילי בודרוס,1:59:52.636,1:59:52.636,-,13:33.100
אופנועים - סניורים
מקום,מספר,שם,הקפה 1,זמן,עונשין,פער
1,71,ברק דודאי,2:06:55.170,2:06:55.170,-,-
2,86,גדי נחמני,2:07:02.878,2:07:02.878,-,7.708
3,78,צליל ונדרהורן,2:11:17.466,2:11:17.466,-,4:22.296
4,51,נפתלי דהן,2:15:10.851,2:15:10.851,-,8:15.681
5,77,עידן עבודי,3:07:37.275,3:07:37.275,-,1:00:42.105
אופנועים - עד 250
מקום,מספר,שם,הקפה 1,זמן,עונשין,פער
1,75,יעקב דדיה,2:15:28.454,2:15:28.454,-,-
