אנדורו - היירסקרמבל
מרוץ 3 עונת 2016 - בקעת הירדן - 20-02-2016

מקצועית E1
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,25,תומר שמש,8,02:01:32.717,,14:42.527,
2,6,דן מיה,8,02:06:03.769,4:31.052,14:43.275,
3,747,גב סלע,8,02:06:19.851,4:47.134,15:11.332,
4,94,בר נוב,5,02:00:15.889,3 הקפות,14:17.210,
5,19,יפתח פרנקו,3,49:21.201,5 הקפות,16:05.673,
הקפה מהירה: (94) בר נוב - 14:17.210
מקצועית E2
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,8,נמרוד חמו,9,02:07:50.014,,13:44.676,
2,22,יונתן לוי,9,02:09:38.836,1:48.822,14:08.770,
3,5,זיו כרמי,9,02:14:39.383,6:49.369,14:07.094,
4,4,דרור כהן,8,02:03:52.333,1 הקפה,14:57.620,
5,68,ירון יעקובוביץ,8,02:05:22.876,1 הקפה,14:33.864,
6,84,סהר יעקב,8,02:05:33.525,1 הקפה,14:17.691,
7,2,טל איזנבנד,8,02:11:43.932,1 הקפה,15:32.562,
הקפה מהירה: (8) נמרוד חמו - 13:44.676
מקצועית E3
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,3,גיל קינן,8,02:09:57.261,,15:50.247,
2,29,צחי בן גיגי,8,02:13:53.783,3:56.522,16:02.819,2:00.000
3,85,חיים פרנסי,8,02:15:23.326,5:26.065,16:35.527,
4,217,מוש כהן,7,02:00:04.673,1 הקפה,16:17.393,
5,102,אליקו אוחנה,4,02:03:32.090,4 הקפות,17:14.292,
6,90,איציק קלנר,2,37:30.497,6 הקפות,18:54.073,
הקפה מהירה: (3) גיל קינן - 15:50.247
סניורים
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,125,רונן מדיאל,5,01:35:20.745,,17:33.732,3:00.000
2,71,ברק דודאי,5,01:38:34.157,3:13.412,17:56.336,3:00.000
3,23,אריק פופוביץ,5,01:43:49.499,8:28.754,19:09.376,3:00.000
4,131,צדוק רדקר,5,01:47:29.161,12:08.416,20:09.457,3:00.000
5,27,שגיא שוורץ,5,01:48:13.550,12:52.805,19:32.256,3:00.000
6,35,אריה ברנשטיין,5,01:48:52.041,13:31.296,20:00.350,3:00.000
7,311,רן אמיתי,4,01:49:43.781,1 הקפה,26:05.120,
8,86,מאור אברהם,2,43:48.032,3 הקפות,20:35.915,3:00.000
הקפה מהירה: (125) רונן מדיאל - 17:33.732
עממית C1
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,61,רון קדשאי,6,01:45:06.485,,16:14.249,3:00.000
2,57,גל יעקב,5,01:33:30.259,1 הקפה,17:20.147,3:00.000
3,904,יעקב דדיה,5,01:40:31.954,1 הקפה,18:31.415,3:00.000
4,247,צוק סלע,5,01:43:22.414,1 הקפה,19:04.407,3:00.000
הקפה מהירה: (61) רון קדשאי - 16:14.249
עממית C2
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,65,רפי קבסה,5,01:34:01.658,,17:29.846,
2,100,דודי דדון,5,01:34:26.483,24.825,17:33.604,3:00.000
3,676,דויד וקנין,5,01:42:02.624,8:00.966,18:09.593,
4,165,עדי וכלר,5,01:42:32.782,8:31.124,18:41.114,3:00.000
הקפה מהירה: (65) רפי קבסה - 17:29.846
עממית C3
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,111,יוסי גוטמן,5,01:34:34.311,,17:33.890,3:00.000
2,312,שגב דן,5,01:38:56.022,4:21.711,17:49.058,3:00.000
3,616,ירון גולדשטיין,5,01:40:42.553,6:08.242,18:36.101,
4,127,רונן זיסו,4,01:33:25.804,1 הקפה,20:14.253,3:00.000
5,70,אלירן סבג,4,01:37:17.042,1 הקפה,22:21.680,
הקפה מהירה: (111) יוסי גוטמן - 17:33.890
מתחילים
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,103,ברק פולקמר,3,01:01:31.347,,18:22.829,
2,118,איתי צדיק,3,01:04:48.360,3:17.013,18:56.831,
3,276,ארלה כץ,3,01:09:23.218,7:51.871,21:08.152,
4,166,שי דרויק,3,01:09:28.433,7:57.086,20:32.844,
5,212,אמיר ויצמן,3,01:10:21.920,8:50.573,20:44.000,
6,447,סוף סלע,3,01:13:42.048,12:10.701,22:50.627,
7,39,עידן מכלוף,2,01:24:56.655,1 הקפה,37:24.077,
הקפה מהירה: (103) ברק פולקמר - 18:22.829

ג'וניורס
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,47,סוף סלע,10,01:04:06.489,,6:12.521
2,33,גיל זרקו,10,01:06:26.445,2:19.956,6:01.035
3,392,רום ברבי,9,01:00:09.723,1 הקפה,6:05.584
4,67,הראל מלמן,9,01:03:13.109,1 הקפה,6:32.131
הקפה מהירה: (33) גיל זרקו - 6:01.035
ג'וניורס מתחילים
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,17,הראל הימן,6,42:05.176,,6:41.464
2,45,שי אביגדור,6,42:10.005,4.829,6:33.408
3,21,יהב פייגין,6,44:06.929,2:01.753,7:04.914
4,32,שלו וקנין,6,44:42.214,2:37.038,6:55.927
5,157,עוז נהוראי,6,46:20.686,4:15.510,6:51.330
6,40,רז עידן,5,39:04.668,1 הקפה,6:46.323
7,12,גילעד הימן,5,45:51.788,1 הקפה,7:18.994
8,199,דילן גולד,2,15:21.124,4 הקפות,7:30.544
הקפה מהירה: (45) שי אביגדור - 6:33.408
סופר ג'וניורס
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,66,אור זרקו,6,47:19.593,,7:17.822
2,299,עילאי ביבי,5,50:26.203,1 הקפה,9:18.063
3,72,איתמר אוזון,4,50:07.674,2 הקפות,10:49.968
4,77,ארז מלמן,3,45:48.923,3 הקפות,12:34.596
הקפה מהירה: (66) אור זרקו - 7:17.822
