מוטוקרוס
מרוץ 5 עונת 2017 - וינגייט - 07-10-2017

MX1 - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,12,שחר בלולו,17,17:35.471,57.822,-
2,21,תומר הראל,17,17:45.569,57.913,10.098
3,5,זיו כרמי,17,18:08.614,58.408,33.143
4,49,קוגאן נאפסו,16,18:22.348,1:00.710,1 הקפה
5,10,דור עטיה,16,18:42.269,58.408,1 הקפה
6,32,גל חסון,15,17:44.903,1:03.791,2 הקפות
הקפה מהירה: (12) שחר בלולו - 57.822

MX1 - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,12,שחר בלולו,17,17:48.519,57.707,-
2,21,תומר הראל,17,17:56.928,58.633,8.409
3,5,זיו כרמי,17,18:30.742,1:00.286,42.223
4,49,קוגאן נאפסו,16,18:32.625,1:01.873,1 הקפה
5,32,גל חסון,15,19:06.848,1:03.428,2 הקפות
6,10,דור עטיה,13,17:57.455,59.076,4 הקפות
הקפה מהירה: (12) שחר בלולו - 57.707

MX2 - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,100,אליקו אוחנה,17,18:20.458,59.046,-
2,22,אריאל דדיה,17,18:23.752,1:00.029,3.294
3,88,דן מיה,17,18:38.316,59.599,17.858
4,25,תומר שמש,16,17:49.820,1:00.150,1 הקפה
5,146,רוני רגף,16,18:10.863,59.313,1 הקפה
6,7,שי מנצור,15,17:48.571,1:00.795,2 הקפות
הקפה מהירה: (100) אליקו אוחנה - 59.046

MX2 - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,100,אליקו אוחנה,17,18:04.725,59.084,-
2,88,דן מיה,17,18:05.793,59.716,1.068
P 3,22,אריאל דדיה,17,18:25.807,59.417,21.082
4,25,תומר שמש,16,17:55.324,1:01.473,1 הקפה
5,7,שי מנצור,16,18:19.770,1:01.939,1 הקפה
6,146,רוני רגף,14,18:00.679,59.353,3 הקפות
הקפה מהירה: (100) אליקו אוחנה - 59.084

סניורים - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,28,אסף נתן,14,15:24.753,1:00.343,-
2,72,רמי צמח,14,15:58.179,1:02.658,33.426
3,74,מאור אברהם,14,16:04.494,1:00.326,39.741
4,100,חיים אוחנה,13,15:35.118,1:01.641,1 הקפה
5,20,רמי צרפתי,13,15:57.394,1:05.495,1 הקפה
6,43,עמית בן עזר,12,15:50.673,1:11.306,2 הקפות
7,910,מור דורון,12,16:06.765,1:08.299,2 הקפות
הקפה מהירה: (74) מאור אברהם - 1:00.326

סניורים - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,28,אסף נתן,12,13:47.901,1:01.206,-
2,100,חיים אוחנה,12,14:06.134,1:00.379,18.233
3,72,רמי צמח,12,14:07.652,1:01.847,19.751
4,74,מאור אברהם,12,14:12.947,1:04.073,25.046
5,20,רמי צרפתי,11,14:01.110,1:05.011,1 הקפה
6,43,עמית בן עזר,11,14:02.568,1:08.931,1 הקפה
7,910,מור דורון,11,14:12.050,1:09.226,1 הקפה
הקפה מהירה: (100) חיים אוחנה - 1:00.379

רוקיס - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,392,שגיא צרפתי,14,15:16.400,1:00.149,-
2,17,הראל הימן,14,15:26.987,1:00.664,10.587
3,7,הראל מלמן,14,15:28.835,1:00.976,12.435
4,22,איתי דב,14,15:34.074,1:00.177,17.674
5,94,איתמר ולדמן,14,19:20.610,1:03.840,4:04.210
6,55,מתן אסייג,12,15:42.073,1:12.137,2 הקפות
הקפה מהירה: (392) שגיא צרפתי - 1:00.149

רוקיס - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,392,שגיא צרפתי,12,13:33.087,1:00.395,-
2,17,הראל הימן,12,13:37.424,1:00.435,4.337
3,22,איתי דב,12,13:37.855,1:00.343,4.768
4,7,הראל מלמן,12,13:41.028,1:00.659,7.941
5,94,איתמר ולדמן,12,14:12.088,1:01.230,39.001
6,55,מתן אסייג,11,14:30.814,1:01.608,1 הקפה
הקפה מהירה: (22) איתי דב - 1:00.343

עממית - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,189,חביב בן,8,9:40.536,1:04.407,-
P 2,44,אוהד תמיר,8,9:23.351,1:01.049,-
3,56,לי ארביב,8,9:52.192,1:05.073,11.656
4,69,מוטי אלקיים,8,9:56.151,1:04.727,15.615
P 5,12,יוסף דבי,8,10:10.456,1:04.659,29.920
P 6,213,אליקו אמנה,8,10:05.854,1:04.030,25.318
7,46,צח שוקרון,8,10:04.824,1:06.762,24.288
P 8,2,רם מוספי,8,10:25.328,1:06.060,44.792
9,24,יובל בנאי,8,10:31.130,1:07.308,50.594
10,51,עומר גניש,7,9:24.982,1:04.719,1 הקפה
11,199,מיכאל ביטון,7,9:26.319,1:06.316,1 הקפה
12,5,אדיר סעדיה,7,9:49.634,1:09.464,1 הקפה
13,15,אלון מלכה,7,9:59.735,1:09.724,1 הקפה
14,1,הוד ויינשטיין,7,10:08.926,1:10.473,1 הקפה
15,28,עידו מאדרי,7,10:26.366,1:16.976,1 הקפה
16,93,גיא בן סרדס,6,10:16.092,1:27.174,2 הקפות
לא סיים - DNF
17,37,בר קלפה,5,6:24.630,1:03.456,3 הקפות
הקפה מהירה: (44) אוהד תמיר - 1:01.049

עממית - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,44,אוהד תמיר,9,10:33.829,1:02.309,-
2,189,חביב בן,9,10:43.348,1:03.942,9.519
3,56,לי ארביב,9,10:48.139,1:04.426,14.310
4,69,מוטי אלקיים,9,10:54.158,1:05.433,20.329
5,213,אליקו אמנה,9,11:05.571,1:05.722,31.742
6,51,עומר גניש,9,11:14.214,1:03.137,40.385
7,46,צח שוקרון,9,11:16.101,1:04.451,42.272
8,12,יוסף דבי,9,11:32.896,1:06.875,59.067
9,24,יובל בנאי,9,11:40.619,1:08.789,1:06.790
10,15,אלון מלכה,9,11:45.286,1:09.751,1:11.457
11,5,אדיר סעדיה,8,10:40.380,1:07.839,1 הקפה
12,199,מיכאל ביטון,8,10:42.606,1:08.043,1 הקפה
13,2,רם מוספי,8,11:14.024,1:07.410,1 הקפה
14,28,עידו מאדרי,8,11:44.327,1:11.483,1 הקפה
15,1,הוד ויינשטיין,7,10:52.651,1:12.079,2 הקפות
16,93,גיא בן סרדס,7,11:41.164,1:23.953,2 הקפות
הקפה מהירה: (44) אוהד תמיר - 1:02.309

נשים - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,7,נועה כהן,7,9:15.164,1:09.334,-
2,100,רן יוחאי,7,9:25.943,1:10.901,10.779
3,21,נטע שמידוב,7,9:26.471,1:07.172,11.307
4,141,דנה פרדר,7,10:22.177,1:13.474,1:07.013
5,6,רז כהן,6,9:34.688,1:22.296,1 הקפה
6,12,רון הראל,5,9:30.595,1:36.195,2 הקפות
הקפה מהירה: (21) נטע שמידוב - 1:07.172

נשים - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,7,נועה כהן,7,9:12.605,1:08.702,-
2,100,רן יוחאי,7,9:22.951,1:10.496,10.346
3,21,נטע שמידוב,7,9:23.594,1:10.090,10.989
4,141,דנה פרדר,7,10:30.471,1:19.036,1:17.866
5,6,רז כהן,6,10:18.703,1:24.329,1 הקפה
6,12,רון הראל,5,9:15.296,1:33.898,2 הקפות
הקפה מהירה: (7) נועה כהן - 1:08.702

