ג'וניורס - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,33,גיל זרקו,11,12:33.378,1:01.955,-
2,108,שי ספקטור,11,12:46.127,1:03.754,12.749
3,101,גלב פורמנוב,11,13:03.147,1:04.640,29.769
4,22,אכרם אל חמידי,11,13:36.111,1:07.582,1:02.733
5,121,גל אזולאי,10,12:39.969,1:09.038,1 הקפה
6,66,אור זרקו,10,12:41.308,1:08.630,1 הקפה
7,77,ארז מלמן,10,12:42.129,1:08.497,1 הקפה
8,67,ירין כהן,10,12:47.847,1:09.254,1 הקפה
9,46,יוסף מאיר,9,12:54.563,1:15.785,2 הקפות
הקפה מהירה: (33) גיל זרקו - 1:01.955

ג'וניורס - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,33,גיל זרקו,11,12:34.917,1:02.784,-
2,108,שי ספקטור,11,12:45.204,1:03.328,10.287
3,101,גלב פורמנוב,11,13:04.888,1:04.538,29.971
4,22,אכרם אל חמידי,11,14:03.785,1:07.394,1:28.868
5,77,ארז מלמן,10,12:49.372,1:08.496,1 הקפה
6,67,ירין כהן,10,13:17.635,1:04.879,1 הקפה
7,121,גל אזולאי,10,13:19.410,1:09.340,1 הקפה
8,66,אור זרקו,9,12:54.937,1:10.491,2 הקפות
9,46,יוסף מאיר,9,13:01.391,1:14.549,2 הקפות
הקפה מהירה: (33) גיל זרקו - 1:02.784

סופר ג'וניורס - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,1,בן אלמגור,7,9:15.390,1:08.891,-
2,27,אופיר קייסי צמח,7,9:19.265,1:09.248,3.875
3,2,דודי שמואלי,7,10:07.583,1:15.784,52.193
4,100,אוראן אוחנה,7,10:13.191,1:15.990,57.801
5,6,אלעד צפר,6,9:47.257,1:21.522,1 הקפה
6,109,איתי וינברג,6,9:48.094,1:23.095,1 הקפה
7,73,אור דוברובסקי,6,10:01.307,1:25.573,1 הקפה
8,48,שי אשכנזי,6,10:11.580,1:22.074,1 הקפה
9,888,יותם עוזיאל,5,10:25.027,1:28.460,2 הקפות
הקפה מהירה: (1) בן אלמגור - 1:08.891

סופר ג'וניורס - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,1,בן אלמגור,7,9:39.461,1:12.699,-
2,27,אופיר קייסי צמח,7,9:53.500,1:11.030,14.039
3,2,דודי שמואלי,7,10:09.009,1:16.292,29.548
4,100,אוראן אוחנה,7,10:12.515,1:16.235,33.054
5,48,שי אשכנזי,6,9:45.673,1:21.710,1 הקפה
6,6,אלעד צפר,6,9:53.037,1:21.387,1 הקפה
7,73,אור דוברובסקי,6,10:05.838,1:27.389,1 הקפה
8,109,איתי וינברג,6,10:09.999,1:26.664,1 הקפה
9,888,יותם עוזיאל,6,11:04.050,1:27.368,1 הקפה
הקפה מהירה: (27) אופיר קייסי צמח - 1:11.030

© כל הזכויות שמורות לתנועה מדידת זמנים
