MX1 - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,10,דור עטיה,14,17:02.785,1:14.743,-
2,12,שחר בלולו,14,17:33.360,1:15.627,31.640
3,5,זיו כרמי,14,17:46.614,1:18.794,44.599
4,442,שון בנימין,11,17:40.090,1:27.472,3 הקפות
הקפה מהירה: (10) דור עטיה - 1:14.743
MX1 - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,12,שחר בלולו,14,17:14.013,1:15.929,-
2,5,זיו כרמי,14,18:08.310,1:18.806,53.778
3,442,שון בנימין,12,18:50.305,1:32.788,2 הקפות
לא סיים - DNF
,10,דור עטיה,6,6:23.326,1:15.689,8 הקפות
הקפה מהירה: (10) דור עטיה - 1:15.689
MX2 - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,88,דן מיה,14,17:17.813,1:17.255,-
2,100,אליקו אוחנה,14,17:40.787,1:16.629,24.570
3,146,רוני רגף,14,17:46.879,1:15.726,31.545
4,15,גל דרורי,14,17:49.545,1:14.658,35.357
5,7,שי  מנצור,13,17:06.721,1:22.733,1 הקפה
לא סיים - DNF
,22,אריאל דדיה,4,8:04.609,2:24.341,10 הקפות
הקפה מהירה: (15) גל דרורי - 1:14.658
MX2 - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,88,דן מיה,14,17:28.591,1:17.009,-
2,146,רוני רגף,14,17:50.895,1:15.571,23.121
3,100,אליקו אוחנה,14,18:19.004,1:15.898,52.024
4,22,אריאל דדיה,14,18:27.793,1:16.244,58.348
5,15,גל דרורי,13,17:34.438,1:18.606,1 הקפה
6,7,שי  מנצור,13,17:41.538,1:26.112,1 הקפה
הקפה מהירה: (146) רוני רגף - 1:15.571
עממית - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,69,מוטי אלקיים,8,10:02.013,1:23.310,-
2,18,אילי גלאם,8,10:00.154,1:21.944,1.476
3,44,אוהד תמיר,8,9:57.541,1:20.492,4.611
4,56,לי ארביב,8,10:23.855,1:23.994,27.523
5,46,יצחק צח שוקרון,8,11:20.360,1:35.095,1:33.045
6,626,גלעד סננס,8,11:30.050,1:32.118,1:35.306
7,96,אופק  שמיר,7,11:34.206,1:47.765,1 הקפה
8,33,לידור חן,6,10:42.983,1:23.810,2 הקפות
9,213,אלי  אמנה,3,10:45.678,1:36.481,5 הקפות
לא סיים - DNF
,93,גיא  בן סרדס,5,8:37.410,2:08.151,3 הקפות
,7,שגיב נגרקר,3,2:50.291,1:25.021,5 הקפות
הקפה מהירה: (44) אוהד תמיר - 1:20.492
עממית - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,7,שגיב נגרקר,8,10:00.312,1:25.081,-
2,56,לי ארביב,8,10:03.542,1:24.518,7.357
3,18,אילי גלאם,8,10:09.812,1:25.896,11.898
4,69,מוטי אלקיים,8,10:15.586,1:24.951,14.992
5,33,לידור חן,8,10:14.378,1:25.746,16.900
6,44,אוהד תמיר,8,10:35.036,1:26.257,39.064
7,626,גלעד סננס,8,11:21.218,1:35.204,1:25.848
8,213,אלי  אמנה,8,11:25.837,1:32.622,1:30.689
9,46,יצחק צח שוקרון,7,10:17.900,1:37.710,1 הקפה
10,96,אופק  שמיר,7,11:20.260,1:47.820,1 הקפה
11,93,גיא  בן סרדס,6,11:11.439,2:10.748,2 הקפות
הקפה מהירה: (56) לי ארביב - 1:24.518
סניורים - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,74,מאור  אברהם,10,12:50.063,1:18.996,-
2,169,רמי ברנס,10,13:09.160,1:24.620,24.616
3,72,רמי צמח,10,13:16.385,1:23.660,25.365
4,43,עמית בן עזר,9,12:29.853,1:32.183,1 הקפה
5,26,אילן יפרח,9,12:31.028,1:32.537,1 הקפה
6,35,אברהים אל חמידי,9,12:58.892,1:29.699,1 הקפה
7,5,יריב לוי,8,12:15.161,1:35.141,2 הקפות
הקפה מהירה: (74) מאור  אברהם - 1:18.996
סניורים - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,72,רמי צמח,10,13:17.014,1:25.275,-
2,74,מאור  אברהם,10,13:27.456,1:24.946,13.377
3,169,רמי ברנס,10,13:35.658,1:27.924,20.818
4,43,עמית בן עזר,9,12:50.407,1:35.124,1 הקפה
5,26,אילן יפרח,9,12:44.162,1:34.037,1 הקפה
6,5,יריב לוי,9,13:30.774,1:36.452,1 הקפה
7,35,אברהים אל חמידי,9,13:39.140,1:34.716,1 הקפה
הקפה מהירה: (74) מאור  אברהם - 1:24.946
רוקיס - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,22,איתי דב,10,12:07.727,1:19.936,-
2,7,הראל מלמן,10,12:23.436,1:19.306,15.329
3,94,איתמר ולדמן,9,12:00.966,1:28.185,1 הקפה
הקפה מהירה: (7) הראל מלמן - 1:19.306
רוקיס - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,22,איתי דב,10,12:27.146,1:20.962,-
2,7,הראל מלמן,10,12:31.589,1:21.663,11.048
3,94,איתמר ולדמן,10,13:14.049,1:26.898,58.416
הקפה מהירה: (22) איתי דב - 1:20.962
נשים - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,21,נטע שמידוב,6,8:33.888,1:39.457,-
2,100,רן יוחאי,6,9:29.311,1:40.572,54.822
3,141,דנה  פרדר,6,9:41.675,1:47.994,1:14.271
4,12,רון  הראל,5,9:13.336,2:16.730,1 הקפה
5,88,חופית אלקלעי,5,10:08.703,1:49.850,1 הקפה
הקפה מהירה: (21) נטע שמידוב - 1:39.457
נשים - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,100,רן יוחאי,6,8:52.080,1:42.208,-
2,21,נטע שמידוב,6,9:08.840,1:41.488,15.456
3,141,דנה  פרדר,6,9:38.770,1:47.775,54.515
4,88,חופית אלקלעי,6,10:13.466,1:54.847,1:57.931
5,12,רון  הראל,5,9:39.164,2:23.047,1 הקפה
הקפה מהירה: (21) נטע שמידוב - 1:41.488
סופר ג'וניורס - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,1,בן  אלמגור,7,10:23.895,1:35.709,-
2,27,אופיר צמח,7,10:27.027,1:42.665,13.439
3,2,דודי שמואלי,7,10:57.346,1:46.782,39.086
4,48,שי אשכנזי,7,11:21.257,1:47.386,58.941
5,3,עומרי בנימין,7,11:19.548,1:51.665,59.771
6,6,אלעד צפר,6,10:12.309,1:57.535,1 הקפה
7,34,נדב ברדה,6,11:58.681,2:00.235,1 הקפה
הקפה מהירה: (1) בן  אלמגור - 1:35.709
סופר ג'וניורס - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,1,בן  אלמגור,6,8:46.092,1:39.579,-
2,27,אופיר צמח,6,8:46.675,1:43.334,4.319
3,2,דודי שמואלי,6,9:50.848,1:54.212,1:17.081
4,6,אלעד צפר,5,9:10.455,2:00.304,1 הקפה
5,34,נדב ברדה,4,8:25.394,2:05.408,2 הקפות
לא סיים - DNF
,48,שי אשכנזי,4,5:59.837,1:57.992,2 הקפות
,3,עומרי בנימין,4,6:56.434,2:01.839,2 הקפות
הקפה מהירה: (1) בן  אלמגור - 1:39.579
ג'וניורס - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,47,סוף סלע,10,12:01.753,1:19.119,-
2,33,גיל זרקו,10,12:47.971,1:23.071,50.175
3,108,שי ספקטור,10,12:59.785,1:25.367,1:05.458
4,4,ניב סבן,10,13:12.086,1:25.723,1:19.629
5,22,אקרם אל חמידי,10,13:18.929,1:27.555,1:26.748
6,5,ארז צפר,9,12:39.211,1:31.340,1 הקפה
7,66,אור  זרקו,9,12:39.666,1:34.130,1 הקפה
8,121,גל  אזולאי,9,12:50.400,1:34.965,1 הקפה
9,75,ירין חילו,8,12:57.368,1:46.594,2 הקפות
10,51,רואי חצרוני,8,12:54.632,1:48.143,2 הקפות
11,2,גל  לינאדו,6,11:49.849,1:47.631,4 הקפות
הקפה מהירה: (47) סוף סלע - 1:19.119
ג'וניורס - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,47,סוף סלע,10,12:24.376,1:20.845,-
2,33,גיל זרקו,10,12:52.040,1:23.770,36.426
3,4,ניב סבן,10,13:16.273,1:26.788,1:01.775
4,22,אקרם אל חמידי,10,13:18.896,1:27.354,1:02.547
5,108,שי ספקטור,10,13:17.085,1:27.445,1:05.331
6,66,אור  זרקו,9,12:59.333,1:35.964,1 הקפה
7,121,גל  אזולאי,8,12:20.916,1:37.237,2 הקפות
8,2,גל  לינאדו,8,12:34.267,1:45.898,2 הקפות
9,75,ירין חילו,7,11:57.951,1:47.590,3 הקפות
10,5,ארז צפר,4,13:22.301,1:34.177,6 הקפות
הקפה מהירה: (47) סוף סלע - 1:20.845
טרקטורונים - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,5,עומר שחר,7,8:46.892,1:24.743,-
2,100,אליקו אוחנה,7,8:48.155,1:26.900,5.495
3,16,דניאל  חדד,7,8:59.378,1:28.476,17.012
4,7,שי אילוז,7,9:34.554,1:31.652,52.925
5,3,אמיר דן,7,9:45.374,1:34.352,1:13.485
לא סיים - DNF
,22,אידן מדר,2,1:55.370,1:55.370,5 הקפות
הקפה מהירה: (5) עומר שחר - 1:24.743
טרקטורונים - מקצה שני
מקום,מספר,שם,הקפות,זמן,הקפה מהירה,פער
1,5,עומר שחר,7,9:18.447,1:28.045,-
2,100,אליקו אוחנה,7,9:21.906,1:28.167,5.666
3,16,דניאל  חדד,7,9:30.902,1:32.174,15.918
4,7,שי אילוז,7,9:49.320,1:31.759,33.734
5,3,אמיר דן,7,9:57.731,1:35.101,44.574
לא סיים - DNF
,22,אידן מדר,2,1:37.891,1:37.891,5 הקפות
הקפה מהירה: (5) עומר שחר - 1:28.045
