סופרבייק
מרוץ 5 עונת 2018 - פצאל - 12-10-2018

סופרבייק 1000
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,11,אלמוג מנגד,27,38.265,17:48.729,-
2,73,אבי אלבז,26,40.309,17:49.648,1 הקפה
הקפה מהירה: (11) אלמוג מנגד - 38.265
סופרספורט 600
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,82,ביי שפסו,27,38.229,17:27.255,-
2,19,ליעד לב,27,38.508,17:44.173,16.918
3,77,יוגב הרוש,26,38.141,17:34.505,1 הקפה
4,1,חיים זנדברג,26,39.280,17:35.954,1 הקפה
5,34,משה מנצור,26,40.452,17:50.441,1 הקפה
6,45,עופר איתח,25,41.348,18:00.939,2 הקפות
הקפה מהירה: (77) יוגב הרוש - 38.141

סופרספורט 300
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,800,לוי בר,20,42.219,14:27.227,-
2,17,חיים זנדברג,20,42.780,14:37.484,10.257
3,888,לוי שמואל,20,42.753,14:42.197,14.970
4,6,ניר מרגוליס,20,43.935,15:01.241,34.014
5,2,אסף חייבי,19,44.811,14:44.140,1 הקפה
6,77,ליאור סמוקלנד אליה,19,45.198,14:47.096,1 הקפה
7,80,שירה פרי,19,45.630,14:53.342,1 הקפה
הקפה מהירה: (800) לוי בר - 42.219

גביע חובבים
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,31,חן אביוב,20,41.809,14:18.026,-
2,18,גל בן דהן,20,42.234,14:25.040,7.014
3,28,דור שידלו,20,42.408,14:29.044,11.018
4,7,יוסי אביזוב,20,42.732,14:34.433,16.407
5,67,רוסלן נייבלט,19,44.802,14:33.573,1 הקפה
6,4,גיל ברנשטיין,18,46.634,14:20.999,2 הקפות
7,123,רוסלן טובברג ְ,17,48.775,14:20.628,3 הקפות
הקפה מהירה: (31) חן אביוב - 41.809

Junior
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,5,עידו מנגד,8,48.518,6:35.260,-
2,23,רז איתח,8,49.195,6:39.940,4.680
3,93,יהונתן מאירי,8,49.415,6:40.128,4.868
4,8,יהונתן חדד,8,51.347,6:56.292,21.032
5,17,תומר זנדברג,7,58.090,7:04.095,1 הקפה
לא התחיל - DNS
,98,עומר ארד,,-,-,-
הקפה מהירה: (5) עידו מנגד - 48.518

© כל הזכויות שמורות לתנועה מדידת זמנים
