מוטוקרוס
מרוץ 7 עונת 2017 - וינגייט - 25-11-2017

MX1 - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,10,דור עטיה,17,56.385,17:17.686,-
2,49,קוגאן נאפסו,17,59.433,17:59.913,42.227
3,32,גל  חסון,16,1:02.871,18:21.896,1 הקפה
4,12,שחר בלולו,14,1:11.235,18:27.696,3 הקפות
לא סיים - DNF
,5,זיו כרמי,13,56.855,13:48.337,4 הקפות
הקפה מהירה: (10) דור עטיה - 56.385

MX1 - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,10,דור עטיה,17,56.308,16:42.175,-
2,5,זיו כרמי,17,56.875,16:52.194,10.019
3,32,גל  חסון,16,1:00.964,16:54.810,1 הקפה
4,49,קוגאן נאפסו,16,1:00.919,16:56.515,1 הקפה
5,12,שחר בלולו,13,1:11.022,17:37.864,4 הקפות
הקפה מהירה: (10) דור עטיה - 56.308

MX2 - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,146,רוני רגף,17,57.087,17:19.089,-
2,88,דן מיה,17,57.033,17:20.995,1.906
3,22,אריאל דדיה,17,57.122,17:25.849,6.760
4,100,אליקו אוחנה,17,57.048,17:54.052,34.963
5,25,תומר שמש,17,58.255,17:55.127,36.038
6,7,שי  מנצור,17,59.893,18:17.693,58.604
לא סיים - DNF
,17,הראל הימן,1,1:09.613,2:07.306,16 הקפות
הקפה מהירה: (88) דן מיה - 57.033

MX2 - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,88,דן מיה,17,57.035,16:49.482,-
2,100,אליקו אוחנה,17,57.177,16:57.825,8.343
3,22,אריאל דדיה,17,57.431,16:59.433,9.951
4,146,רוני רגף,17,57.026,17:01.088,11.606
5,25,תומר שמש,17,57.823,17:42.774,53.292
6,7,שי  מנצור,16,1:00.788,17:07.968,1 הקפה
הקפה מהירה: (146) רוני רגף - 57.026

נשים - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,200,רן יוחאי,11,1:07.285,13:34.485,-
2,7,נועה כהן,10,1:06.487,13:01.046,1 הקפה
3,21,נטע שמידוב,10,1:12.555,14:09.858,1 הקפה
הקפה מהירה: (7) נועה כהן - 1:06.487

נשים - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,7,נועה כהן,11,1:06.750,13:29.445,-
2,200,רן יוחאי,11,1:06.979,13:45.975,16.530
3,21,נטע שמידוב,10,1:10.963,13:40.573,1 הקפה
הקפה מהירה: (7) נועה כהן - 1:06.750

סניורים - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,100,חיים  אוחנה,12,59.023,13:00.921,-
2,74,מאור  אברהם,12,59.343,13:01.286,0.365
3,169,רמי ברנס,12,1:04.574,14:02.725,1:01.804
4,43,עמית בן עזר,12,1:04.258,16:01.451,3:00.530
5,62,אברהים אל חמידי,11,1:05.529,13:22.249,1 הקפה
6,20,רמי צרפתי,11,1:05.739,13:33.268,1 הקפה
הקפה מהירה: (100) חיים  אוחנה - 59.023

סניורים - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,100,חיים  אוחנה,12,59.222,13:17.400,-
2,74,מאור  אברהם,12,1:00.635,13:26.508,9.108
3,169,רמי ברנס,12,1:05.903,14:18.295,1:00.895
4,43,עמית בן עזר,12,1:05.235,14:19.533,1:02.133
5,62,אברהים אל חמידי,11,1:06.371,13:22.054,1 הקפה
6,20,רמי צרפתי,11,1:06.334,13:25.611,1 הקפה
הקפה מהירה: (100) חיים  אוחנה - 59.222

רוקיז - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,392,שגיא צרפתי,14,57.606,14:34.559,-
2,147,סוף סלע,14,58.113,14:44.257,9.698
3,22,איתי דב,14,59.655,14:56.413,21.854
4,7,הראל מלמן,14,58.178,15:02.924,28.365
5,117,הראל הימן,14,59.599,15:03.674,29.115
6,51,גיא  דוברובסקי,14,59.221,15:16.995,42.436
הקפה מהירה: (392) שגיא צרפתי - 57.606

רוקיז - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,392,שגיא צרפתי,14,57.342,14:33.730,-
2,147,סוף סלע,14,57.262,14:42.515,8.785
3,7,הראל מלמן,14,58.151,14:53.725,19.995
4,22,איתי דב,14,58.804,15:02.235,28.505
5,51,גיא  דוברובסקי,14,59.386,15:16.048,42.318
6,117,הראל הימן,13,1:00.110,14:49.041,1 הקפה
הקפה מהירה: (147) סוף סלע - 57.262

עממית - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,44,אוהד תמיר,9,1:01.030,10:16.771,-
2,69,מוטי אלקיים,9,1:02.520,10:27.748,10.977
3,189,בן  חביב,9,1:02.709,10:29.021,12.250
4,56,לי ארביב,9,1:03.623,10:41.959,25.188
5,20,בן  האשמי,9,1:04.056,10:42.666,25.895
6,617,מיכאל  גיארטנה,9,1:03.425,10:44.053,27.282
7,2,רם  מוספי,9,1:02.430,10:50.638,33.867
8,213,אלי  אמנה,9,1:03.378,10:53.945,37.174
9,46,צח  שוקרון,9,1:05.083,10:55.245,38.474
10,12,יוסף דבי,9,1:04.486,10:56.132,39.361
11,33,לידור  חן,9,1:02.711,11:11.249,54.478
12,74,אמיר ג'רסי,9,1:06.728,11:15.592,58.821
13,120,יהלי דנון,9,1:07.494,11:35.013,1:18.242
14,15,אלון מלכה,8,1:06.672,10:35.225,1 הקפה
15,839,טוני  סיבשווילי,8,1:08.737,11:15.022,1 הקפה
16,93,גיא  בן סרדס,7,1:22.762,11:28.027,2 הקפות
הקפה מהירה: (44) אוהד תמיר - 1:01.030

עממית - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,44,אוהד תמיר,9,1:01.787,10:18.116,-
2,69,מוטי אלקיים,9,1:02.651,10:33.209,15.093
3,189,בן  חביב,9,1:00.401,10:35.719,17.603
4,20,בן  האשמי,9,1:03.667,10:46.760,28.644
5,213,אלי  אמנה,9,1:03.349,10:51.679,33.563
6,12,יוסף דבי,9,1:04.870,11:00.212,42.096
7,56,לי ארביב,9,1:05.323,11:12.728,54.612
8,120,יהלי דנון,9,1:07.381,11:16.174,58.058
9,33,לידור  חן,9,1:05.325,11:23.130,1:05.014
10,15,אלון מלכה,9,1:08.066,11:25.335,1:07.219
11,74,אמיר ג'רסי,9,1:08.185,11:55.486,1:37.370
12,46,צח  שוקרון,8,1:05.655,11:24.542,1 הקפה
13,839,טוני  סיבשווילי,8,1:11.231,11:29.882,1 הקפה
14,2,רם  מוספי,7,1:05.578,10:35.038,2 הקפות
15,93,גיא  בן סרדס,6,1:26.546,10:19.959,3 הקפות
לא סיים - DNF
,617,מיכאל  גיארטנה,,-,58.924,9 הקפות
הקפה מהירה: (189) בן  חביב - 1:00.401

ג'וניורס - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,108,שי ספקטור,13,1:01.588,14:27.435,-
2,33,גיל זרקו,13,1:01.062,14:41.689,14.254
3,101,גלב  פורמנוב,13,1:01.575,14:46.902,19.467
4,22,אכרם אל חמידי,13,1:03.454,15:07.893,40.458
5,26,עמר רוזנבלום,13,1:05.832,15:33.413,1:05.978
6,4,ניב סבן,12,1:04.245,14:32.299,1 הקפה
7,77,ארז מלמן,12,1:03.876,14:45.898,1 הקפה
8,66,אור  זרקו,12,1:07.162,14:58.834,1 הקפה
9,5,ארז צפר,12,1:07.558,15:45.427,1 הקפה
10,51,רואי חצרוני,11,1:13.576,14:48.722,2 הקפות
11,119,ניב  הימן,10,1:18.827,14:44.569,3 הקפות
הקפה מהירה: (33) גיל זרקו - 1:01.062

ג'וניורס - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,33,גיל זרקו,13,1:01.067,14:16.060,-
2,101,גלב  פורמנוב,13,1:01.199,14:20.064,4.004
3,4,ניב סבן,13,1:05.062,15:24.524,1:08.464
4,22,אכרם אל חמידי,12,1:04.304,14:17.833,1 הקפה
5,26,עמר רוזנבלום,12,1:05.530,14:23.003,1 הקפה
6,77,ארז מלמן,12,1:04.288,14:46.211,1 הקפה
7,66,אור  זרקו,12,1:07.472,15:23.750,1 הקפה
8,108,שי ספקטור,12,1:00.044,15:38.227,1 הקפה
9,5,ארז צפר,11,1:08.398,14:22.734,2 הקפות
10,51,רואי חצרוני,11,1:15.311,15:12.229,2 הקפות
11,119,ניב  הימן,10,1:21.616,15:19.717,3 הקפות
הקפה מהירה: (108) שי ספקטור - 1:00.044

סופר ג'וניורס - מקצה ראשון
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,1,בן  אלמגור,8,1:08.366,10:15.684,-
2,2,דודי שמואלי,8,1:15.299,11:16.580,1:00.896
3,100,אוראן אוחנה,7,1:17.031,10:32.359,1 הקפה
4,48,שי אשכנזי,7,1:15.427,10:38.267,1 הקפה
5,6,אלעד צפר,7,1:19.189,11:15.418,1 הקפה
6,109,איתי וינברג,6,1:21.722,11:26.941,2 הקפות
הקפה מהירה: (1) בן  אלמגור - 1:08.366

סופר ג'וניורס - מקצה שני
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,1,בן  אלמגור,7,1:10.090,9:13.505,-
