אנדורו
מרוץ 2 עונת 2016 - פצאל - 23-01-2016

מקצועית E1
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
4,43,גיא אשטמקר,3,01:05:25.501,1 הקפה,18:33.139,5:00.000
5,777,אייל מלמן,2,35:25.522,2 הקפות,16:32.284,
הקפה מהירה: (44) בועז שפירא - 15:37.195

מהלך המירוץ
מקום,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,הקפה 6,הקפה 7,הקפה 8,הקפה 9,הקפה 10,הקפה 11
1,8,8,8,5,8,5,8,8,8,8,8
2,5,5,5,8,5,8,5,5,5,5,5
3,747,22,22,22,22,22,17,17,17,17,22
4,22,17,17,17,17,17,22,22,22,22,25
5,17,747,94,94,94,94,94,94,94,25,94
6,25,94,747,747,747,747,25,25,25,94,17
7,107,107,105,25,25,25,747,747,747,84,
8,94,105,25,105,107,68,84,84,84,747,
9,105,25,107,107,84,84,68,68,68,68,
10,84,102,102,84,68,2,2,2,2,2,
11,102,84,84,68,2,107,102,102,102,102,
12,68,68,68,102,102,102,217,217,217,217,
13,217,2,2,2,217,217,107,107,107,,
14,2,217,217,217,19,19,19,19,19,,
15,19,19,19,19,222,222,222,29,29,,
16,29,29,29,29,29,29,29,7,,,
17,80,80,222,222,57,57,165,,,,
18,616,222,80,57,80,165,57,,,,
19,57,57,57,80,165,125,101,,,,
20,904,904,125,125,101,101,125,,,,
21,222,125,904,770,125,904,904,,,,
22,125,165,770,101,904,770,616,,,,
23,101,616,101,165,770,616,770,,,,
24,165,770,111,904,616,111,111,,,,
25,71,111,165,616,111,147,99,,,,
26,111,101,616,111,147,99,71,,,,
27,99,99,147,147,71,71,147,,,,
28,770,147,71,99,99,676,7,,,,
29,7,89,99,71,676,7,,,,,
30,147,71,676,676,127,127,,,,,
31,676,676,910,910,7,910,,,,,
32,910,910,89,127,910,89,,,,,
33,79,7,127,7,89,35,,,,,
34,127,127,7,89,35,131,,,,,
35,131,35,35,35,131,80,,,,,
36,447,447,447,131,500,,,,,,
37,35,131,44,44,311,,,,,,
38,89,44,131,447,869,,,,,,
39,777,777,500,500,70,,,,,,
40,44,500,311,311,,,,,,,
41,500,869,869,869,,,,,,,
42,247,311,43,70,,,,,,,
43,869,43,701,,,,,,,,
44,311,701,70,,,,,,,,
45,43,70,,,,,,,,,
46,701,,,,,,,,,,
47,70,,,,,,,,,,

ג'וניורס
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,47,סוף סלע,13,01:02:49.772,,3:49.990
2,67,הראל מלמן,13,01:03:06.074,16.302,3:52.150
3,321,איתי דוב,12,01:00:50.826,1 הקפה,4:00.018
4,33,גיל זרקו,11,01:00:07.127,2 הקפות,4:05.711
5,392,רום ברבי,11,01:03:27.391,2 הקפות,4:07.979
6,30,יובל פינק רייזמן,2,25:24.054,11 הקפות,4:56.853
הקפה מהירה: (47) סוף סלע - 3:49.990
ג'וניורס מתחילים
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,40,רז עידן,8,50:44.240,,4:28.734
2,114,הראל הימן,8,52:53.066,2:08.826,4:31.850
3,45,שי אביגדור,8,54:37.956,3:53.716,5:02.297
4,112,גלעד הימן,7,51:01.946,1 הקפה,4:43.306
5,21,יהב פייגין,7,51:57.756,1 הקפה,5:04.799
6,46,ענבר זלינגר,7,53:20.848,1 הקפה,4:48.741
7,801,רן יוחאי,5,51:53.906,3 הקפות,5:03.295
הקפה מהירה: (40) רז עידן - 4:28.734
סופר ג'וניורס
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,66,אור זרקו,6,50:54.751,,5:23.815
2,77,ארז מלמן,4,54:35.971,2 הקפות,7:32.502
3,72,איתמר אוזון,4,57:41.089,2 הקפות,7:31.703
4,119,ניב הימן,3,53:25.626,3 הקפות,11:40.876
הקפה מהירה: (66) אור זרקו - 5:23.815

מהלך המירוץ
מקום,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,הקפה 6,הקפה 7,הקפה 8,הקפה 9,הקפה 10,הקפה 11,הקפה 12,הקפה 13
1,321,321,321,47,47,47,67,47,47,47,47,47,47
2,67,67,67,321,321,67,47,67,67,67,67,67,67
3,47,47,47,67,67,321,321,321,321,321,321,321,
4,392,392,392,392,392,392,33,33,33,33,33,,
5,33,33,33,33,33,33,392,392,392,392,392,,
6,114,114,114,114,114,114,40,40,,,,,
7,40,40,40,40,40,40,114,114,,,,,
8,45,45,45,45,45,45,45,45,,,,,
9,30,30,21,21,112,112,112,,,,,,
10,21,21,112,112,21,21,21,,,,,,
11,46,112,46,46,46,46,46,,,,,,
12,112,46,66,66,66,66,,,,,,,
13,66,66,77,801,801,,,,,,,,
14,77,77,801,77,,,,,,,,,
15,801,801,72,72,,,,,,,,,
16,119,72,119,,,,,,,,,,
17,72,119,,,,,,,,,,,
