אנדורו
מרוץ 2 עונת 2016 - פצאל - 23-01-2016

מקצועית E1
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,25,תומר שמש,11,02:08:39.402,,11:12.667,
2,94,בר נוב,11,02:08:40.592,1.190,11:20.298,
3,17,יואב שפירא,11,02:10:32.246,1:52.844,11:19.816,
4,747,גב סלע,10,02:01:13.383,1 הקפה,11:29.337,
5,107,דן מיה,9,02:01:11.207,2 הקפות,11:58.355,
6,19,יפתח פרנקו,9,02:05:33.692,2 הקפות,12:48.877,
7,105,מתן ניר,4,48:48.995,7 הקפות,11:47.917,
הקפה מהירה: (25) תומר שמש - 11:12.667
מקצועית E2
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,8,נמרוד חמו,11,02:02:07.948,,10:35.796,
2,5,זיו כרמי,11,02:04:21.817,2:13.869,10:55.355,
3,22,יונתן לוי,11,02:08:32.388,6:24.440,11:16.905,
4,84,סהר יעקב,10,02:01:02.114,1 הקפה,11:25.781,
5,68,ירון יעקובוביץ',10,02:03:39.883,1 הקפה,11:57.860,
6,2,טל איזנבנד,10,02:05:56.702,1 הקפה,12:03.511,
הקפה מהירה: (8) נמרוד חמו - 10:35.796
מקצועית E3
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,102,אליקו אוחנה,10,02:09:16.481,,12:22.042,
2,217,מוש כהן,10,02:12:09.152,2:52.671,12:43.588,
3,29,צחי בן גיגי,9,02:06:08.892,1 הקפה,13:36.672,
4,7,חביאר אלחנדרו,8,02:04:09.930,2 הקפות,13:58.938,
5,80,עדי לוי,6,02:01:27.843,4 הקפות,13:56.785,
הקפה מהירה: (102) אליקו אוחנה - 12:22.042
סניורים
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,125,רונן מדיאל,7,01:39:48.137,,13:50.234,
2,71,ברק דודאי,7,01:43:07.704,3:19.567,14:07.139,
3,35,אריה ברנשטין,6,01:37:30.873,1 הקפה,15:39.677,
4,131,צדוק רדקר,6,01:38:53.852,1 הקפה,15:48.432,
5,311,רן אמיתי,5,01:33:50.809,2 הקפות,16:31.704,
6,247,אמיר קינן,1,19:38.259,6 הקפות,,
הקפה מהירה: (125) רונן מדיאל - 13:50.234
עממית C1
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,222,נועם דדון,7,01:36:41.799,,13:22.111,
2,57,גל יעקב,7,01:39:10.097,2:28.298,13:34.464,
3,904,יעקב דדיה,7,01:41:03.583,4:21.784,13:56.401,
4,99,אלדר גובני,7,01:42:50.694,6:08.895,14:05.633,
5,147,צוק סלע,7,01:44:24.368,7:42.569,13:52.326,
6,910,דורון מור,6,01:34:29.435,1 הקפה,14:48.664,
הקפה מהירה: (222) נועם דדון - 13:22.111
עממית C2
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,165,עדי וכלר,7,01:38:56.114,,13:26.497,
2,101,דוד דדון,7,01:39:14.728,18.614,13:33.768,
3,676,דוד וקנין,6,01:31:48.650,1 הקפה,14:36.682,
4,89,בן בניזרי,6,01:37:21.400,1 הקפה,12:12.975,
הקפה מהירה: (89) בן בניזרי - 12:12.975
עממית C3
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,616,ירון גולשטין,7,01:41:09.511,,14:03.881,
2,111,יוסי גוטמן,7,01:42:43.979,1:34.468,13:59.975,
3,770,יריב חזיז,7,01:43:17.906,2:08.395,13:44.079,2:00.000
4,127,רונן זיסו,6,01:32:38.923,1 הקפה,14:35.273,
5,500,זאב צפלה שלו,5,01:30:19.976,2 הקפות,16:48.468,
6,869,דניאל לייזרוביץ,5,01:34:56.863,2 הקפות,18:13.224,
7,70,אלירן סבג,5,01:37:06.846,2 הקפות,15:06.228,
הקפה מהירה: (770) יריב חזיז - 13:44.079
מתחילים
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה,עונשין
1,44,בועז שפירא,4,01:07:24.529,,15:37.195,
2,447,סוף סלע,4,01:07:52.832,28.303,15:59.751,
3,701,דניס פרלמן,3,01:03:36.881,1 הקפה,19:32.754,
