אנדורו
מרוץ 7 עונת 2016 - בית קשת - 25-06-2016
מקצועית E1
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,25,תומר שמש,9,01:39:40.971,,10:54.672
2,36,יואב שפירא,9,01:40:24.696,43.725,10:52.833
3,94,בר נוב,9,01:41:21.503,1:40.532,10:56.932
4,19,יפתח פרנקו,8,01:33:00.620,1 הקפה,11:31.257
5,15,עדי ישראל,8,01:37:13.643,1 הקפה,11:52.974
6,747,גב סלע,7,01:34:45.238,2 הקפות,11:09.715
הקפה מהירה: (36) יואב שפירא - 10:52.833
מקצועית E2
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,8,נמרוד חמו,9,01:39:21.397,,10:51.752
2,5,זיו כרמי,8,01:30:06.606,1 הקפה,10:49.728
3,22,יונתן לוי,8,01:30:07.644,1 הקפה,10:36.625
4,4,דרור כהן,8,01:32:39.141,1 הקפה,11:18.334
5,2,טל איזנבנד,8,01:33:02.297,1 הקפה,11:28.517
6,84,סהר יעקב,8,01:35:35.449,1 הקפה,11:38.724
7,68,ירון יעקובוביץ,5,57:22.216,4 הקפות,11:21.234
8,39,תובל דובדבני,2,23:51.672,7 הקפות,11:53.578
הקפה מהירה: (22) יוני לוי - 10:36.625
מקצועית E3
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,3,גיל קינן,8,01:35:04.732,,11:39.216
2,29,צחי בן גיגי,8,01:40:46.848,5:42.116,12:17.844
3,102,אליקו אוחנה,6,01:30:43.259,2 הקפות,11:52.776
4,217,מוש כהן,6,01:32:59.522,2 הקפות,13:05.628
5,85,חיים פרנסי,6,01:42:59.248,2 הקפות,13:44.519
הקפה מהירה: (3) גיל קינן - 11:39.216
סניורים
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,125,רונן מדיאל,6,01:22:48.181,,13:16.251
2,71,ברק דודאי,6,01:24:50.763,2:02.582,13:21.156
3,20,אמיר קינן,6,01:24:51.526,2:03.345,13:28.596
4,82,אריה ברנשטיין,6,01:28:35.472,5:47.291,14:27.948
5,131,צדוק רדקר,4,01:15:04.571,2 הקפות,14:22.191
הקפה מהירה: (125) רונן מדיאל - 13:16.251
עממית C1
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,222,נועם דדון,6,01:15:07.125,,12:10.104
2,456,דוד ארד,6,01:15:49.459,42.334,12:20.115
3,247,צוק סלע,6,01:21:23.467,6:16.342,12:38.964
4,99,אלדר ג'ובני,6,01:21:37.935,6:30.810,12:06.350
5,57,גל יעקב,6,01:22:49.481,7:42.356,13:14.231
6,904,יעקב דדיה,5,01:15:02.146,1 הקפה,13:16.089
הקפה מהירה: (99) אלדר ג'ובני - 12:06.350
עממית C2
מקום,מספר,שם,הקפות,זמן כולל,פער,הקפה מהירה
1,65,רפאל קבסה,6,01:15:31.550,,12:09.919
2,350,רון חמדי,6,01:15:46.648,15.098,12:18.609
3,103,ברק פילקמר,6,01:18:05.305,2:33.755,12:03.507
4,79,שטרן עמית,6,01:20:47.265,5:15.715,13:12.927
5,100,דודי דרון,6,01:27:09.332,11:37.782,12:41.439
6,676,דוד וקנין,5,01:16:24.303,1 הקפה,14:30.324
