סופרבייק
מרוץ 7 עונת 2018 - פצאל - 09-11-2018

Supersport 1000
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,73,אבי אלבז,27,39.185,38:53.808,-
2,95,אלי חן,26,39.760,38:29.209,1 הקפה
לא סיים - DNF
,11,אלמוג מנגד,9,37.510,5:48.572,18 הקפות
הקפה מהירה: (11) אלמוג מנגד - 37.510
Supersport 600
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,82,נביל שבסו,27,37.644,P 38:36.250,-
2,77,יוגב הרוש,27,37.830,38:49.228,12.978
3,19,ליעד לב,27,39.191,38:53.036,16.786
4,1,חיים זנדברג,26,40.101,38:29.372,1 הקפה
5,22,אייל חוברה,24,42.127,38:37.951,3 הקפות
6,84,ניר ישראל,24,42.513,38:38.562,3 הקפות
הקפה מהירה: (82) נביל שבסו - 37.644

Supersport 300
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,800,בר לוי,20,41.253,14:01.452,-
2,17,חיים זנדברג,20,41.144,14:03.007,1.555
3,777,אלי כרמל,20,42.438,14:36.283,34.831
4,11,ניב מורן רבין,19,43.028,14:02.488,1 הקפה
5,47,אילן ברוורמן,19,42.985,14:03.129,1 הקפה
6,6,ניר מרגוליס,19,43.328,14:09.804,1 הקפה
7,888,לוי שמואל,19,43.687,14:13.924,1 הקפה
8,43,תובל ארד,19,43.942,14:25.319,1 הקפה
לא סיים - DNF
,80,שירה פרי,5,45.402,4:02.070,15 הקפות
לא התחיל - DNS
,99,יצחק איסוביץ,0,-,-,-
הקפה מהירה: (17) חיים זנדברג - 41.144

חובבים
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,33,עמית פוקס,20,40.220,13:53.020,-
2,31,חן אביוב,20,40.797,14:01.441,8.421
3,18,גל בן דהן,19,42.692,13:56.577,1 הקפה
4,74,אלעד איסוביץ,19,43.729,14:09.532,1 הקפה
5,67,רוסלן נייבלט,19,43.504,14:15.013,1 הקפה
6,4,גיל ברנשטיין,18,45.580,14:16.265,2 הקפות
הקפה מהירה: (33) עמית פוקס - 40.220

ילדים
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,87,עידו חן,8,53.331,7:21.525,-
2,17,תומר זנדברג,8,57.113,7:50.899,29.374
3,15,עומרי חן,7,1:09.216,8:26.933,1 הקפה
הקפה מהירה: (87) עידו חן - 53.331

© כל הזכויות שמורות לתנועה מדידת זמנים
