מוטוקרוס
מרוץ 3 עונת 2013 - בית שאן - 25-05-2013

מקצועית פתוחה - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,פער,הקפה מהירה
1,65,אוחנה אליקו,10,9:14.502,,42.127
2,222,לוי יונתן,10,9:15.297,0.795,42.062
3,22,אליתים גיא,10,9:21.933,7.431,42.796
4,5,כרמי זיו,10,9:24.011,9.509,42.166
5,27,כרמון עידו,10,9:24.459,9.957,42.771
6,32,אוחנה חיים,10,9:52.761,38.259,44.699
7,11,אלוני אביב,9,9:47.549,1 הקפה,46.875
הקפה מהירה: (222) לוי יונתן - 42.062

מקצועית פתוחה - מקצה שני
מקום,מספר,שם,הקפות,זמן,פער,הקפה מהירה
1,5,כרמי זיו,10,8:50.879,,41.673
2,222,לוי יונתן,10,8:52.999,2.120,41.743
3,65,אוחנה אליקו,10,8:57.800,6.921,42.090
4,22,אליתים גיא,10,9:00.178,9.299,42.323
5,27,כרמון עידו,10,9:04.061,13.182,41.920
6,32,אוחנה חיים,10,9:32.361,41.482,44.391
7,11,אלוני אביב,9,9:24.137,1 הקפה,46.950
הקפה מהירה: (5) כרמי זיו - 41.673

מקצועית לייטס - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,פער,הקפה מהירה
1,219,בן אהרון אסף,10,11:41.651,,42.656
2,17,שלומי רועי,10,11:42.177,0.526,43.269
3,146,רגף רוני,10,11:44.725,3.074,43.882
4,82,פורמנוב דניס,10,11:48.479,6.828,43.306
5,7,פורמנוב דוד,10,11:52.927,11.276,44.366
6,21,הראל תומר,10,11:53.608,11.957,43.671
7,14,עטיה דור,10,12:02.558,20.907,43.211
8,22,דדיה אריאל,10,12:04.713,23.062,44.637
9,24,צמח יניב,10,12:30.385,48.734,46.177
10,8,דור נמרוד,9,11:48.007,1 הקפה,45.330
לא התחיל - DNS
,77,קדר אלירן,,,,
הקפה מהירה: (219) בן אהרון אסף - 42.656

מקצועית לייטס - מקצה שני
מקום,מספר,שם,הקפות,זמן,פער,הקפה מהירה
1,219,בן אהרון אסף,10,8:31.291,,43.736
2,22,דדיה אריאל,10,8:33.356,2.065,43.698
3,146,רגף רוני,10,8:34.917,3.626,43.387
4,8,דור נמרוד,10,8:36.109,4.818,43.973
5,17,שלומי רועי,10,8:38.484,7.193,43.804
6,21,הראל תומר,10,8:38.827,7.536,43.634
7,7,פורמנוב דוד,10,8:40.202,8.911,43.435
8,82,פורמנוב דניס,10,8:58.257,26.966,43.520
9,24,צמח יניב,5,5:13.529,5 הקפות,46.997
10,14,עטיה דור,3,8:56.040,7 הקפות,44.004
לא התחיל - DNS
,77,קדר אלירן,,,,
הקפה מהירה: (146) רגף רוני - 43.387

אנדורו מקצועית - מקצה ראשון
מקום,מספר,שם,הקפות,זמן,פער,הקפה מהירה
1,94,נוב בר,10,11:52.178,,43.343
